"M_T","lia_080314_049_pos","lia_080314_050_pos","lia_080314_051_pos","lia_080314_052_pos","lia_080314_053_pos","lia_080314_054_pos","lia_080314_055_pos","lia_080314_056_pos","lia_080314_057_pos","lia_080314_058_pos","lia_080314_059_pos"
"411.1942_4.9717",0.026674565,0.041695516,0.037755703,0,0.031645364,0.014698827,0.026504923,0.03346529,0.02883781,0,0
"99.0454_2.2087",0.015211048,0.024800327,0.040887466,0.027412399,0,0.002106581,0,0.0035478,0,0.004558429,0.009207001
"99.0807_4.3018",0.005526381,0.016971514,0.01130028,0,0.009161756,0.009248584,0.022187826,0.023347488,0.026154748,0.017683499,0.016634803
"99.9875_3.9606",0.018677105,0.032462859,0.018222076,0.013903056,0,0,0.017544383,0.011859373,0.021576799,0.017567758,0.013081141
"192.1027_3.323",0.024210032,0.002142565,0,0.008286197,0,0,0,0.024450831,0.027300256,0,0.014944011
"280.154_4.147",0.011794085,0.02253237,0.018144779,0.020086921,0,0.009326824,0.013217962,0.01566163,0.011781786,0.02129641,0.009292251
"100.0403_2.7525",0.011579707,0.015254191,0.020917487,0.019313178,0.039232443,0.014064048,0.021488513,0.016322802,0.013004886,0.006251814,0.011606631
"100.5412_5.1282",0,0,0,0,0.017677157,0.022871239,0,0.017615945,0.018334256,0,0
"193.0891_4.4317",0.006318435,0.020520649,0.01618244,0.014886576,0.023661362,0.012670486,0.019897807,0.009373201,0.008606625,0,0
"281.0917_5.7665",0.006439535,0.010977239,0,0,0.002741586,0.006888091,0.005551619,0.005237229,0,0.003440189,0
"417.1171_4.9189",0.013975508,0.01475535,0.009841617,0.01420252,0.017234685,0,0.011120021,0.006684715,0,0.002359343,0
"100.9341_5.2135",0,0,0,0.013147554,0,0.03015496,0,0,0,0.011736174,0
"193.1606_3.9793",0,0.031566035,0.021468538,0,0.014224146,0,0.015713114,0.011254516,0,0.011828767,0
"282.0723_4.4003",0,0,0,0,0,0,0,0,0,0,0
"101.1193_5.1392",0,0,0,0.012151873,0.011979256,0,0.023465239,0,0.005159891,0,0.019891669
"102.972_0.2369",0,0.003126619,0.014571676,0,0.010452297,0,0,0.008261515,0.007230382,0.007427034,0.006758431
"283.0616_5.1814",0.01367767,0.020215347,0.023887177,0.014096111,0.034139686,0.005154997,0.010398329,0.028501289,0.020053539,0.015171021,0.019280711
"419.0695_3.7176",0,0.011067194,0.001496065,0,0,0,0,0,0,0,0
"420.1151_4.1328",0,0.000992231,0,0.000971359,0,0,0,0,0,0,0
"103.9595_5.0071",0,0,0,0,0,0,0.00336603,0,0,0,0
"423.0824_2.6225",0.017587212,0.027542592,0.037568694,0,0.031153006,0,0.006163285,0.001341114,0,0.017829511,0
"105.0708_4.7242",0.014818294,0.02089955,0,0.021731695,0,0,0.029704983,0.010067744,0,0,0.005673862
"106.0663_1.9486",0.007085943,0.012291127,0,0,0.010690884,0.00525538,0,0.010635058,0.016269891,0.01167029,0.00198601
"196.0635_2.302",0.013653123,0.016679842,0.023026939,0.013597511,0.017993827,0.013771754,0.015780248,0.010676773,0.015665487,0.008589789,0.010660988
"107.0863_3.5209",0.015515433,0.023786289,0.019124702,0,0,0.006392078,0,0.013653087,0,0.016575943,0
"108.0131_0.3258",0.004536313,0,0,0.003946242,0,0.032093251,0.032069596,0.004127629,0,0.033769767,0.058860397
"286.1439_2.2015",0,0.032945346,0.027951488,0,0,0,0.011237506,0,0,0,0
"427.2283_5.7958",0,0,0.00168806,0.001085369,0.001980275,0.001696189,0.00227883,0,0,0,0
"198.0877_0.4427",0,0.015352324,0,0,0,0.008215223,0,0.005214286,0,0.013931698,0
"198.1116_2.0851",0.03150708,0.029674254,0.028043745,0.006598859,0,0,0.033315307,0,0,0.017781434,0.004935028
"287.1889_4.5929",0.006405169,0.012244787,0.018050028,0.008667748,0.026700098,0,0.008725571,0.025318489,0.030697984,0.011611529,0.007263617
"288.0209_1.8918",0,0,0,0,0,0,0,0,0.000363459,0,0
"431.0692_3.1406",0,0,0,0,0,0,0,0,0,0,0
"111.974_2.8884",0,0,0,0,0,0,0.004841116,0.018024745,0,0,0
"288.9228_0.2474",0.003467694,0.014030258,0.010971146,0,0.00112353,0.000628874,0.00091377,0.005135029,0.004908737,0.004011774,0.008237677
"111.9759_4.7333",0,0,0.020685597,0,0,0,0,0,0,0,0
"111.9776_5.5413",0,0,0,0,0,0,0,0,0,0.008331597,0
"289.1418_2.0096",0.012157383,0.013321521,0.016085196,0.012477179,0.019002401,0.011118968,0.015871625,0.012629001,0.010234023,0.010178117,0.009205423
"433.1114_3.4987",0,0,0,0,0,0.168690333,0.014842235,0,0,0,0
"112.0762_4.8623",0,0,0.007143712,0,0,0.00946559,0,0.009389887,0,0.011828767,0.009701136
"113.0607_4.9946",0,0,0,0.002562929,0.01798732,0,0,0.005243486,0,0.014640392,0.007093117
"202.1103_1.6864",0,0,0,0.001439558,0,0,0.041158809,0,0,0,0
"202.9727_0.2383",0,0.00907728,0,0,0,0,0,0,0,0,0
"435.2173_4.4389",0.011692624,0.027962382,0.01182889,0.012056105,0.007806146,0.0089681,0.012535432,0.008666144,0.007030275,0.016741542,0.002514875
"113.9656_5.7494",0.005195813,0.007681614,0,0,0,0.015972814,0.006903625,0,0.006534093,0,0
"293.0649_0.3264",0.003538062,0.007338149,0.007333214,0,0.013339204,0.003526715,0.001620543,0.01663983,0.017472572,0.015438117,0.016420099
"204.013_3.2285",0,0,0,0,0,0,0,0,0,0,0
"293.1398_4.6309",0.010334348,0,0.018119845,0.023344547,0.01616538,0,0,0.007220744,0,0.010835172,0.011886062
"439.1113_4.3611",0,0,0.00061588,0,0,0,0,0.0015622,0.000306286,0,0
"204.1404_5.3275",0.023350882,0.016660761,0.024064211,0.015447502,0.021999926,0,0.017020364,0,0,0.011429904,0
"205.1597_5.7846",0.00470487,0.019067739,0.009913926,0.006445326,0,0.02109681,0.0103256,0,0,0,0
"441.1291_4.6888",0,0,0,0,0,0,0,0,0,0,0
"116.9768_3.6631",0,0,0,0,0.002357677,0.006473271,0,0,0,0,0
"117.962_5.6367",0,0,0.01303821,0,0,0,0,0.003399715,0,0,0
"118.0015_3.9613",0.016448224,0.033247921,0.01550173,0.007285955,0.010766798,0.012029802,0.014832911,0.013473716,0.021397112,0.017475165,0.008973353
"207.0659_2.6445",0,0,0.020585859,0,0.011851286,0.004191018,0,0,0.012502578,0,0
"120.0819_2.1278",0,0,0,0,0,0,0.003703566,0,0.00760405,0,0
"208.0628_0.3394",0,0,0,0,0,0,0,0,0,0.001826933,0
"121.0455_2.8973",0,0.013487802,0.016621286,0,0.033022664,0,0,0.017451173,0.049659104,0.049382386,0.034327338
"449.1021_4.1227",0,0,0,0,0,0,0,0.024521746,0,0.019152524,0
"449.1085_4.4474",0.009070989,0.014848031,0.029103458,0.013453099,0.023821866,0,0.008160525,0.026565746,0.021742193,0.013442023,0.014228858
"449.1102_2.6227",0.004447943,0.004473218,0,0,0,0,0.003024765,0,0.002421698,0,0.012950108
"209.1541_4.4288",0,0,0.031788895,0.031404245,0,0.02926184,0,0.04572512,0.037105479,0,0
"300.9503_2.6543",0,0,0,0.015262047,0,0,0.005654185,0,0,0,0
"451.1212_3.6534",0.001582473,0,0,0.040008148,0.039104473,0,0.044056766,0.000821772,0,0.001164536,0
"122.0257_0.6389",0.011362056,0,0.00259318,0.004964726,0.014521296,0.00220106,0.026324034,0.008080058,0.009754175,0.00097935,0
"302.1634_5.6064",0.011506066,0.004980237,0.008063792,0,0,0,0,0.017887088,0.02227513,0.022168922,0.022944883
"122.0664_0.8041",0,0,0.006674945,0,0,0.007404772,0,0,0,0.003573737,0
"455.0922_3.8615",0.008166017,0.021684612,0.031699131,0,0,0.115578513,0.01507161,0.026924489,0.016094287,0.009631462,0.009920575
"455.1163_3.7935",0,0.00899005,0,0.008152426,0.003116819,0,0.020026481,0,0.004316585,0.006729025,0
"456.1688_5.4994",0.011640257,0.02199264,0.027602406,0.010127067,0.017740057,0.005620009,0.00850179,0.009271001,0.010836384,0.010958036,0.010046872
"457.0882_4.4727",0.002826195,0,0.019316697,0,0,0,0,0.018733888,0.017362309,0.01136046,0.013502655
"212.1306_5.0654",0.010910388,0.016069238,0.008761956,0.008783277,0.007619614,0.007933263,0.006974489,0.009898801,0.008273795,0.013511468,0.005509677
"213.0662_3.2017",0,0.006828404,0,0,0,0.007701494,0,0,0,0.006451245,0
"213.1284_3.131",0,0.02459861,0,0,0.029868972,0,0.022629793,0,0.033123766,0,0
"213.1846_5.8718",0.019182776,0.026176912,0,0.010421971,0,0.014999978,0.022723034,0,0,0,0
"307.0809_2.7949",0.002683821,0.015289628,0,0,0.018121797,0,0,0.004158915,0,0,0.001982852
"459.1706_2.7209",0,0,0,0,0,0.000527014,0,0,0,0,0.000637796
"308.1558_4.2311",0,0.025176503,0.023006992,0.016169561,0.023071401,0.016182438,0.02088617,0.01377823,0.009474434,0,0
"308.8992_0.3004",0.003230404,0.004664032,0.008345551,0.01003434,0.016820411,0.003819008,0.007228107,0.016009945,0.009192652,0.001579424,0.002211764
"126.9971_3.6046",0,0,0,0.00245196,0,0,0,0,0,0,0
"466.1215_3.0119",0,0,0,0,0.001791574,0,0,0,0,0.000393521,0
"128.9533_5.3372",0.022115342,0,0.025430617,0.003239385,0,0,0.020024616,0.019966545,0.017072359,0,0.022408123
"311.0798_1.7215",0,0,0.017080079,0,0,0,0,0,0,0,0
"311.0872_2.109",0,0,0,0,0,0,0,0,0,0,0
"311.1051_2.8863",0.011226228,0,0,0,0.028953664,0,0,0.019342916,0.01432804,0.060011004,0
"468.7344_0.2713",0,0,0,0,0,0,0,0,0,0,0
"128.9549_2.4024",0,0,0,0,0,0,0,0.031091746,0.010867013,0,0
"470.1553_3.5711",0.009895773,0.007588933,0.006527832,0.002514285,0.008597822,0,0.005380054,0.004500972,0.005290573,0.005649959,0.004792945
"130.052_3.0298",0.010272162,0.03124983,0.037429062,0,0,0,0.012636133,0,0.016945761,0.025236958,0
"219.106_3.7654",0.008370577,0,0.025398203,0.021619206,0.03029626,0.008801286,0.026870431,0.027771289,0.016621098,0.006283865,0
"220.1205_2.144",0.01258614,0.016857026,0,0.01151038,0.012551866,0.005276048,0.010857079,0.01224523,0.011387698,0.01318027,0.011718719
"221.1286_3.139",0.016896619,0.022188906,0.018713284,0.016628638,0.022036799,0.011364022,0,0,0.018442477,0.009310947,0
"477.1381_5",0.006110603,0.010699196,0.013975744,0.01543078,0.027880021,0.004676698,0.011545204,0.016105888,0.011252933,0.008571983,0
"316.1769_2.4299",0,0,0,0,0,0,0,0,0,0,0
"223.111_3.6678",0,0.020937713,0,0,0,0,0.014040355,0,0,0.00803245,0
"317.0618_4.1157",0,0,0,0,0.004006099,0.012074089,0.006180069,0,0,0,0
"485.0208_3.7564",0.000608769,0,0.002842524,0.001296666,0.006476563,0,0.00325787,0.001545514,0,0,0
"224.0033_2.1041",0,0,0.003253942,0,0,0,0,0,0,0,0.003084787
"320.1157_3.5023",0.01066328,0.027021944,0.014319839,0.012008981,0,0.009977842,0.012893481,0,0,0.007856167,0
"487.1991_4.1229",0,0,0,0,0,0.000628874,0,0,0,0,0
"224.1445_2.8425",0,0.013343328,0,0,0,0,0,0.003157772,0,0,0
"137.0951_4.588",0,0.011514243,0.012317605,0,0,0.006384697,0.009930255,0,0,0,0
"225.1263_2.4777",0.022740476,0.042191631,0.057942611,0,0,0,0,0,0.019571649,0.001599011,0
"321.8937_0.289",0.009583206,0,0,0,0.003659063,0.004207257,0.004061614,0.004179772,0.005986862,0.005370399,0.02916024
"490.2492_2.3156",0,0,0,0,0,0,0,0,0,0,0
"137.9671_5.0108",0,0,0,0,0,0,0,0,0,0,0
"139.1126_4.3212",0,0.026250511,0,0,0,0,0,0,0,0,0
"325.0947_2.3488",0,0,0,0,0,0,0,0,0,0,0
"325.098_1.6726",0,0,0,0,0,0,0,0,0.026759151,0.008737582,0
"495.1583_4.9203",0.021005811,0.037421289,0.022598067,0.027026288,0.032478251,0.000510776,0.010588542,0,0,0,0
"325.1428_3.5055",0,0,0,0,0,0,0,0,0,0,0
"325.2119_4.9612",0.013235821,0.022308846,0.025672481,0.025919637,0.055953081,0,0.025563181,0.032067861,0,0.016926729,0.017761998
"140.0767_0.9348",0,0,0.004188983,0.014875935,0.024114678,0.002181869,0.011327018,0,0.004535069,0,0
"500.2493_5.4258",0.008138197,0.009382581,0.010071013,0.00881824,0.024327238,0.007586348,0.012293003,0.013386116,0.016271933,0.016039972,0.009697978
"141.0191_3.4462",0,0,0,0.011784003,0.009495778,0,0,0,0.007489704,0,0
"228.16_5.5055",0,0,0,0,0,0,0,0,0,0.009214793,0
"327.8947_0.279",0.01416534,0.011587842,0.011275346,0.012708238,0.007194494,0.013625607,0.010644488,0.00834703,0.009615326,0.014312755,0.017184192
"328.0417_5.6377",0.005212177,0.006847485,0.006393186,0.006872481,0.006307383,0.004106873,0.005786588,0.006334315,0.00530895,0.004464055,0.006269033
"503.1168_4.1738",0.0083133,0.017009677,0,0,0.033417417,0.005782395,0.007354916,0.033046061,0.027106275,0.013872937,0.01985378
"141.9608_4.8681",0,0,0,0,0.008461176,0,0,0,0,0,0
"229.1431_4.0376",0,0.050001363,0,0,0,0,0,0,0.036121281,0,0.038779283
"329.2093_4.8077",0.000680774,0.012716369,0,0,0,0,0,0,0,0.007672762,0
"329.211_4.7494",0,0,0.002658009,0,0,0,0,0,0,0,0
"330.0108_4.6462",0,0,0.003525727,0.002100812,0,0.001197223,0,0.0018396,0,0,0
"509.1997_3.7147",0.003012753,0.00518468,0,0.002771186,0.001416342,0.003786531,0.001954349,0.0011096,0,0.001769952,0
"330.0941_1.7586",0,0,0,0.030192706,0.04180268,0.02552993,0.014418917,0.025704346,0.009294747,0.023107317,0.011211955
"512.1257_3.4249",0,0,0,0.001137053,0,0,0,0,0,0,0
"232.0082_3.7694",0,0,0,0.003409638,0.00360267,0,0,0,0,0,0.003804676
"332.1515_0.3496",0.004344845,0,0,0.003312351,0.006739009,0.006660752,0,0.008757915,0.012192209,0.005966912,0.009996353
"514.1621_3.4018",0.004996162,0.005939757,0,0.00245196,0.013000844,0.00400649,0.010140982,0.014783545,0.013621541,0.009229038,0.004107788
"234.1355_2.0527",0.01221466,0.017652992,0.005241216,0.003519087,0.005663197,0.008024789,0.00885238,0.004722058,0.004302292,0.013559545,0.005220774
"334.9673_0.5168",0,0,0,0,0,0,0,0.028150889,0,0.0130396,0.008239256
"147.0458_2.3345",0.016012922,0.038770615,0.036459113,0,0,0,0,0.019069688,0.021544129,0.01001964,0.011767659
"336.847_0.2494",0.003582247,0.005367316,0.012170492,0.001734462,0.004600399,0.001591376,0.001290467,0.015396745,0.010378998,0.00528849,0.015610224
"526.1735_1.9489",0.01040799,0.013915769,0.017149896,0.020840902,0.040711684,0.007914072,0.019327167,0.029097803,0.024400752,0.009789938,0.012220747
"526.1925_4.9937",0,0,0.008879148,0.023371909,0,0.002992319,0.02369275,0.011045944,0.01058523,0,0.005891723
"236.0841_2.0764",0.006742283,0,0,0,0.021559624,0.019375525,0.028891914,0,0,0,0.002731158
"236.0919_3.0614",0.0188653,0,0,0.011780962,0.008734467,0.016716834,0.015438983,0,0,0.021180669,0.020448952
"336.9861_2.8401",0,0,0,0,0,0,0,0,0,0,0
"337.2492_5.3156",0.016104564,0.017955568,0.036307013,0,0.020446939,0.008746666,0.013803521,0.014602087,0.022099526,0.021075611,0.026215957
"528.0536_4.4272",0.003760623,0.004293308,0.01358926,0,0,0,0,0.02368746,0.027157323,0.004576235,0.020409484
"237.0002_3.9561",0.007619434,0.008079597,0.017137429,0,0,0,0,0,0.010366746,0,0
"237.0237_4.701",0,0,0,0,0,0,0,0,0,0,0
"529.2931_5.6339",0.011254048,0.01830721,0.037197171,0.013272204,0.017943941,0.007917024,0.012376921,0.008849687,0.012049275,0.023865868,0.008021395
"237.1839_4.22",0.013227639,0.023753578,0.026981539,0,0,0,0.012279949,0.011659144,0.019328663,0.017339836,0.016047525
"341.0312_1.8442",0.013828226,0.014771705,0.027073796,0.014155396,0.030812477,0.006973713,0.012684619,0,0.013570494,0.006891062,0
"537.1475_5.4261",0.003425145,0.006212348,0.006370745,0.003879357,0.005025518,0.002763503,0.001156199,0.0028616,0.004553446,0.004852234,0
"539.2506_5.0463",0,0,0.201397824,0,0,0,0,0,0,0.020755097,0.021940827
"539.3314_4.5912",0.00886152,0.019490255,0.02267287,0.014544548,0.033757947,0.004126064,0.014950395,0.018264602,0.023565614,0.007959444,0.00671107
"341.2179_3.3614",0,0,0,0,0,0,0,0.032689404,0.041840654,0.037266937,0.026466971
"239.1398_3.6116",0.016739517,0.007319068,0,0,0.033055198,0.012983447,0.017909891,0.019803859,0.022481363,0,0
"342.8626_0.2502",0.008853337,0.009693335,0.015598975,0.010365727,0.008647708,0.010869485,0.009523721,0.009239715,0.009070137,0.009351902,0.015403414
"344.0708_1.6662",0.017050448,0.036524465,0.022234025,0.003891518,0,0.017046033,0.009973146,0,0.008808774,0.0129292,0.014235173
"152.1047_2.5838",0.020099203,0.033231566,0.005827175,0.019141403,0,0,0.02112114,0.010293001,0.013701176,0.028260479,0.021323554
"241.0271_0.309",0,0,0.006565233,0.003443081,0,0,0,0,0,0,0
"344.1428_3.1014",0.013520568,0.022058062,0,0,0,0.009679643,0.004371177,0,0.008747517,0.013634332,0
"549.2793_4.5033",0,0,0,0,0,0,0,0,0,0,0
"153.0616_2.8016",0.013145815,0,0,0.008660147,0,0.002116915,0,0,0.020900929,0,0
"241.0929_3.1999",0,0,0.00465775,0.002292347,0,0,0,0,0,0,0
"241.0935_3.0112",0,0,0,0,0,0,0,0,0.033152353,0,0
"345.1583_3.751",0,0,0.004079272,0,0,0,0.024354767,0,0,0,0
"553.3019_2.6895",0.01227521,0.002671392,0,0.000959198,0,0.001635663,0.004580039,0.011308744,0.002919923,0,0.002345954
"154.0894_2.3176",0.027460074,0.013280632,0.033449528,0.019632404,0.025240377,0,0.030560943,0.023518517,0.026942923,0.021738008,0.025797601
"347.1399_3.642",0.005221996,0.01838081,0,0,0,0,0,0.030226175,0.020018826,0.044681506,0
"563.3376_5.6691",0.011175497,0.019075917,0.047856637,0.008990014,0.012840339,0.001991435,0.002890497,0.019507688,0.025627937,0.022662158,0.024697244
"155.0723_4.1092",0.007351052,0,0,0.020684329,0.033252575,0,0.015718708,0.017709802,0.015924809,0.008358307,0
"243.1331_1.7361",0,0,0,0.032719153,0.068389991,0.023894266,0.037242653,0.012412087,0.025113377,0.008904962,0
"571.3435_5.3142",0.015710173,0.018808777,0.03968064,0.004818794,0.018598971,0.009264822,0.015770923,0.015728373,0.022416022,0.027135116,0.024468332
"573.2802_2.5517",0.004141922,0,0.009963795,0.000661254,0,0,0,0,0,0,0
"245.0126_2.1494",0.005863495,0.009126346,0.017411707,0.03097405,0.052933866,0,0,0,0,0,0
"156.0956_1.7892",0.022413181,0.051454273,0,0.018948348,0.023034528,0,0.021031628,0.031068804,0.026846953,0.027879422,0.024752499
"245.158_5.4931",0.009023531,0.010164918,0.01601538,0.004634859,0.006769375,0.004391786,0,0.004448829,0.008520865,0.009953757,0
"354.0812_2.6517",0.009745217,0.004808505,0.005732424,0,0,0.011972229,0.011798821,0.006090286,0.024029126,0.017596248,0.022177633
"354.1295_1.796",0.00444467,0.017118713,0.020346489,0.013079148,0.015098244,0.004140826,0.006991273,0.010165773,0.010911935,0,0
"578.1836_3.8745",0,0,0,0.043349381,0.042407824,0.011520503,0.026458302,0,0,0,0
"354.9937_4.7988",0,0.001005861,0.002715359,0.002518846,0.001451045,0.001273987,0.003272788,0,0,0,0
"158.0044_4.6194",0,0,0.000959975,0,0,0.001539708,0,0.003821029,0,0,0
"247.1132_3.1205",0,0,0,0,0,0,0,0.027122632,0,0.025208468,0.021996082
"355.2633_5.5737",0,0,0.069646829,0,0,0,0,0,0,0,0
"355.2656_5.9511",0.004348118,0,0.009337941,0,0,0,0.001991646,0,0,0,0
"158.9248_0.3077",0.005681846,0,0,0,0,0.012955399,0.000783231,0,0.005225232,0,0
"247.1356_4.6569",0,0.01926673,0,0.02154776,0.028725922,0,0.028015441,0.021065717,0.016796702,0,0.013308474
"357.1257_0.3076",0,0,0,0.000785904,0,0,0,0,0,0,0.000882495
"357.1739_4.0776",0,0,0,0,0,0,0.008397359,0,0,0,0
"158.9637_3.8292",0,0,0,0.035453856,0.030422061,0,0.00867895,0,0,0,0.006843681
"247.9801_5.0308",0.032593701,0.035218754,0.023692688,0,0,0,0,0,0.022705972,0.005785287,0.014328317
"248.1332_5.481",0.009196997,0.014095679,0.014656454,0.008796959,0.02671745,0.008951862,0.011179696,0.017705631,0.013821648,0.012745795,0.014329895
"358.2615_4.8887",0.025106821,0,0.036576304,0,0.015987524,0,0.016114053,0.008372058,0.0085372,0.011136099,0
"159.0788_0.6699",0,0.0137086,0,0.024454237,0,0,0.022551469,0.02624246,0,0,0.014934539
"248.9893_3.9535",0,0.003688156,0,0.005697425,0.009137897,0.004400643,0,0,0,0,0
"160.0392_0.3139",0.009737035,0.010162192,0.010038598,0.015076591,0.021047746,0.007302912,0.014456214,0.01567623,0.012016605,0.005017833,0.004895561
"249.1512_4.5942",0,0.04875017,0,0.007269234,0,0,0.021419514,0,0.010854761,0,0
"249.1625_4.7982",0,0.002431512,0,0.023453996,0.014610224,0,0,0,0.012684307,0.011930263,0
"250.114_2.6925",0,0.015652174,0.009053689,0,0,0.010577191,0.014402133,0.013665602,0.006707654,0,0.005648603
"160.9694_0.205",0,0,0,0.004850716,0.008422135,0.003076464,0,0.002988829,0,0.005219045,0.024206267
"611.163_2.9664",0,0,0,0.007985212,0,0.011899894,0,0.015167316,0,0,0.011257738
"612.1682_2.9798",0,0,0,0,0,0,0,0,0,0,0
"616.2608_1.6677",0,0.000408886,0,0,0,0,0,0,0,0,0
"364.9071_0.2911",0.015674171,0.021414747,0.008345551,0.009006736,0.022318766,0.013095641,0.023314188,0.022248317,0.018667086,0.026264385,0.026528541
"365.1673_0.3488",0.005094351,0.006332288,0.009158413,0.00575519,0.009135728,0.007031286,0.006083097,0.005977658,0.00574796,0.006120047,0.00998846
"163.0812_2.8976",0,0,0,0.013860492,0.031454494,0,0,0,0,0,0
"163.0987_4.5416",0.005673664,0.008840125,0,0,0,0,0.017385872,0,0,0,0
"163.1134_3.3742",0,0,0.033252546,0.037784206,0.030309274,0.022580421,0,0.023639488,0.017139742,0,0
"252.1245_3.4095",0.035333162,0.045972468,0.021226674,0,0,0,0,0.019082202,0,0.034241636,0
"252.1621_4.7069",0.00509926,0,0.01487089,0.02203572,0.016553627,0.006055497,0.029550201,0.014652145,0,0.010591225,0.006745802
"165.0554_5.4863",0.007774899,0.022415156,0.032948346,0.016856657,0,0,0.00644674,0,0,0,0
"635.3051_3.71",0.00077569,0,0.011938601,0.000846709,0.00593215,0.000363153,0.0033623,0.001040772,0.003575374,0,0.004126732
"165.0938_3.6148",0.02379273,0,0,0.022833785,0.011287352,0.005454672,0,0,0.020831504,0,0
"650.125_4.4203",0,0,0.010619571,0,0,0,0,0.030887346,0.033538272,0,0.023470591
"256.0877_2.5264",0,0,0,0,0,0,0,0,0,0,0
"372.24_4.4953",0,0.024012539,0.03884035,0.016362616,0,0.016269536,0.021376622,0,0.022669218,0,0.019771688
"167.9932_3.8575",0,0,0,0.014736084,0.01752099,0.028844067,0.020268909,0.014956659,0.034042623,0.01581027,0.014315687
"169.1335_1.9222",0.010144517,0,0,0,0.019509942,0,0,0,0.010523973,0.003844394,0
"376.2709_4.586",0.007637435,0.015428649,0.015357111,0.006883122,0.013564778,0.009254489,0.011828659,0.011219058,0.008710762,0.009494353,0.007565149
"673.4096_5.0971",0.005650753,0.002663214,0.010779151,0.001299706,0.030380851,0.002404779,0.009546099,0.000456771,0,0.029387621,0
"260.0194_2.7261",0.011920094,0,0.016770893,0.010824804,0,0.005682011,0,0,0,0.011942728,0.020797845
"675.2457_3.3762",0.001868856,0.005053837,0,0.000570047,0,0.001908766,0,0,0,0.000965105,0
"681.1966_4.1232",0.013744765,0.030909091,0.018872864,0,0,0,0,0.017586745,0.013368345,0.017694183,0.014481451
"55.0552_4.5121",0.003791716,0.011508791,0.009906446,0,0.006437522,0.008294939,0.009122781,0,0.004238993,0.007560582,0
"260.1345_5.1805",0.007463969,0.00266594,0.00846773,0.005125859,0.003470362,0.005317382,0.006513874,0,0.005678535,0,0.005826996
"260.1504_3.269",0.023637265,0.05136977,0,0.013091309,0.020073875,0,0.016477697,0,0,0.025639382,0.015474456
"379.0836_5.0359",0.007753625,0.012893553,0.01511026,0,0,0,0,0.011254516,0.017887079,0.013837325,0.015938595
"380.0415_3.4443",0.000440212,0,0.000979923,0,0,0,0,0,0,0,0
"695.2245_3.1034",0.000422211,0.002355186,0,0.00061565,0,0.00091231,0,0,0,0.000815531,0
"67.0541_3.1215",0.010501269,0.010189451,0,0.008556779,0,0,0.015506117,0.01297523,0.006256394,0.009180961,0
"67.0551_2.7025",0.006858473,0.022864931,0,0.011241318,0.01616538,0.005566865,0,0.012339087,0.006846504,0,0.018098262
"381.9626_0.3025",0.011704079,0.012953523,0.013135454,0.010341405,0.013649368,0.014377009,0.013622632,0.017661831,0.015581769,0.014626147,0.009132802
"382.0854_0.349",0,0,0,0,0,0,0.012913994,0.016180973,0.023275663,0.014166742,0.009544844
"68.0505_0.3397",0.00498798,0.00513834,0.010502379,0.005663983,0.004891041,0.00357543,0,0.003174458,0,0.00436434,0.006347968
"262.8939_0.4376",0.016710061,0.012432874,0.017496484,0.006764553,0.006899513,0,0,0.012691573,0,0.009631462,0
"715.2124_4.9006",0,0.000834128,0,0.001045845,0,0.000745496,0.001579517,0,0,0.000986473,0
"69.0704_3.795",0.003986457,0.007428104,0,0.018911865,0,0.002041627,0.006484037,0.006311372,0,0.007701252,0
"174.1239_1.9764",0.016692059,0.032004907,0,0,0.006248821,0,0.016013352,0,0,0,0
"732.7231_4.9413",0.000649681,0.000408886,0.003189113,0.001108171,0.000312333,0,0,0,0.000228693,0,0.001210866
"175.1256_2.1057",0.028487781,0.044928445,0.079623091,0,0,0,0,0,0,0,0
"384.9677_2.3839",0,0,0,0,0,0,0,0,0,0,0.000405727
"385.1505_4.0009",0,0,0,0,0,0,0.00325414,0,0,0.015744386,0
"72.9398_3.9915",0,0,0,0,0,0,0,0,0,0.001077285,0.001714472
"72.94_2.01",0,0,0.001518506,0,0,0,0,0,0,0.000740745,0
"175.1502_2.7437",0.014891935,0.027329971,0.041722769,0,0,0,0,0.018539916,0,0,0
"175.9941_3.4887",0.011645166,0.01032302,0.020092158,0.019036515,0.014556,0.01466635,0.010995077,0.008563944,0,0.008906743,0.006389015
"265.0899_4.8453",0,0.011007224,0.019137169,0,0,0,0,0,0.035104413,0,0.029714365
"386.7327_0.2679",0.002125783,0.003540957,0.006156309,0.005256589,0.008053409,0,0.006424362,0.005654372,0.004931198,0.003123236,0.005291816
"387.2015_4.5792",0,0.025585389,0,0,0.033950985,0.009991128,0.020198046,0.023714574,0.025723906,0.019692057,0.014266747
"73.0659_2.7811",0.015047401,0.0162546,0.016484147,0,0,0.00577649,0,0,0.008553536,0.013016451,0.007135742
"176.0732_2.0126",0.007241408,0.016513561,0,0,0,0.016400921,0.015004476,0.0005256,0.023573781,0,0.001799722
"266.1377_4.7832",0.021956604,0.021815456,0.010863928,0.016564793,0,0,0,0.008874715,0,0,0
"388.1376_1.9467",0.008120196,0.016232793,0.012519574,0,0.010649673,0.006564797,0.008837461,0.007769287,0.00871893,0.007288144,0.009235418
"388.9002_0.483",0,0,0,0,0,0,0,0.018717202,0.038461303,0,0
"76.0396_1.3654",0.038224816,0,0.015217478,0,0,0,0,0,0,0.002398517,0
