"M_T","lia_080314_049_pos","lia_080314_050_pos","lia_080314_051_pos","lia_080314_052_pos","lia_080314_053_pos","lia_080314_054_pos","lia_080314_055_pos","lia_080314_056_pos","lia_080314_057_pos","lia_080314_058_pos","lia_080314_059_pos"
"316.9439_2.5172",0,0,0.005428224,0,0,0,0,0,0,0,0
"223.1706_5.0713",0,0,0.037718301,0.013904576,0.02216043,0,0.01763203,0,0.051223203,0.06783334,0.04112208
"319.1266_3.6084",0.029726594,0.057006951,0.081126637,0.038860454,0.053825315,0.021793591,0.032688721,0.052914577,0.041130071,0.020461292,0.026435397
"319.1422_3.4158",0,0,0,0,0,0,0,0,0,0,0
"137.0609_2.0312",0.017741041,0.019435737,0,0.022231816,0,0.017766434,0.025656422,0,0,0.012772504,0
"226.1477_5.5245",0.018140341,0.026858389,0.019827853,0,0.050873338,0.013768802,0.015114501,0.037709719,0.026030192,0.029474873,0.027205805
"227.1766_2.5481",0,0.070906365,0,0.111932823,0,0,0.10302663,0.09965544,0,0.07790996,0
"228.0684_0.3882",0,0,0,0,0,0,0.021201328,0,0,0.01930922,0.01108408
"141.0922_3.8926",0.010941481,0.01582118,0.022428513,0,0,0,0.012447785,0.011100173,0,0.019311001,0.007606195
"229.1433_5.3655",0,0,0.048667006,0.026115733,0,0.016647451,0,0.020978117,0.029554518,0.030309991,0.037669454
"229.1478_2.8812",0.041013372,0.043917132,0.045916739,0,0.089830321,0.022928812,0.043167239,0,0.031925168,0.039247005,0
"231.0712_1.7152",0,0,0,0,0,0,0,0.011304573,0,0,0.001168241
"231.0806_3.4312",0.014615371,0.026452228,0.012000938,0.00991425,0.011558475,0.009415398,0.014504699,0.020266888,0.03311764,0.029936057,0.013905224
"515.0506_3.4563",0,0,0,0.002906477,0.002483478,0,0.00588356,0.0022046,0.001331321,0.000345443,0.002510139
"145.0324_5.488",0.021401838,0.020932261,0.029347815,0.008194989,0.008981731,0.014251529,0.016621289,0.016804602,0.014074844,0.018312064,0.013644738
"145.0432_3.2023",0,0,0.011040962,0.004984487,0,0,0.002952036,0.008223972,0,0.002373588,0
"233.0125_1.7065",0,0.006732997,0.017521419,0,0,0,0,0,0.003450818,0.004647461,0
"332.8281_0.2656",0.004731053,0.018931443,0.01716735,0.014334771,0.012007453,0.006064355,0.008761003,0.00976323,0.006446291,0.006390704,0.01877079
"518.0824_2.8109",0,0,0,0,0,0,0,0,0,0,0
"333.1531_2.4541",0,0.022090773,0.016292152,0,0,0,0,0,0,0,0
"146.9399_1.5323",0.007864906,0.028204988,0.008265761,0.03096949,0,0.003228516,0.01466694,0,0.003979671,0,0.040997362
"147.0476_2.5741",0.03265425,0.024203353,0.037037591,0.046170731,0.024305548,0,0.019625541,0.034964918,0,0.024855902,0.028817661
"338.088_2.6734",0.000680774,0,0,0,0,0,0,0,0,0.000361469,0.000517815
"149.0465_4.8275",0,0,0.022767621,0.026967003,0.043863207,0.028650681,0.015133149,0.036216347,0.037334172,0.020443485,0.025622365
"150.0938_3.7594",0,0.08363909,0.107198069,0,0,0,0,0,0.012906875,0,0.009101228
"238.1468_4.9923",0.020318491,0.041698242,0.015060391,0,0,0.021725684,0.020367746,0,0,0.019576315,0
"239.105_1.3565",0.013525477,0.045056563,0.044181303,0.019419586,0.057876963,0.028442533,0.042132254,0.037749347,0.037452602,0.043078934,0.035173523
"343.1492_2.2955",0.010768015,0.023175685,0.021543341,0.011939055,0.014037614,0.017694098,0,0,0.009543859,0.016720175,0.019651706
"240.1606_4.4391",0.037463854,0,0.039700587,0,0.123703223,0.018501597,0.035114874,0.028864203,0.029795462,0.016780716,0.052744498
"344.1536_5.0538",0.018151796,0.029529781,0.033025643,0.019405905,0.039431988,0.008717141,0.019325302,0.021937545,0,0.017833072,0
"553.2651_1.9981",0.00957175,0.014589069,0.017987692,0.008004974,0,0.010141703,0.00667425,0.008647372,0.005027168,0,0
"153.0924_3.1973",0.00796964,0.015390487,0,0,0,0.013309694,0.00776518,0,0.006668858,0.016111197,0
"154.0526_1.7868",0.020338129,0.073711326,0,0.024106129,0,0.037326488,0.011483664,0.01244963,0.02377593,0.005851171,0
"347.1797_4.1604",0,0,0,0,0,0,0,0,0,0.040491669,0
"350.1239_1.8234",0.017197731,0.0281641,0.034297298,0.038761646,0.070329055,0.01064805,0.024466657,0.029298032,0.03113291,0.019676031,0.014573016
"157.0764_2.9238",0,0.05480169,0.143108624,0.036098389,0.009430709,0.011783272,0,0.00933983,0.023573781,0.022054961,0.014137294
"157.0969_1.8202",0.014549912,0.037857435,0.027293219,0.030460248,0.043965149,0.03927954,0.036200209,0.004077572,0,0.026857337,0.014688261
"353.2251_3.5604",0,0.002436963,0,0,0,0,0,0,0,0,0
"579.3171_4.0995",0,0.013899414,0.003448431,0,0.005433286,0.00731177,0.016255781,0,0.004782139,0.02319991,0
"249.1496_5.5497",0,0.030609241,0.008008936,0,0,0,0.008395495,0,0,0,0
"249.15_5.7694",0.036382143,0.050835491,0.034569083,0.032330001,0.03320052,0.024579237,0.041658586,0.027504317,0.02075187,0.03859173,0.02895343
"250.0343_2.6022",0,0.004317841,0.005887017,0.006474209,0.006457042,0,0.004732955,0.006845315,0.007183418,0.006597257,0.019506466
"364.1005_3.5051",0.028260311,0.040062696,0.026497811,0.035776122,0.014779404,0.022500705,0.021812994,0.011903173,0.008149239,0.017079863,0.00568807
"372.2396_4.8577",0.024520962,0,0.033985618,0.014514146,0.025691524,0.020262739,0.025887662,0.02122006,0,0,0.025467652
"260.0253_2.4646",0,0.006585798,0,0,0,0.009573355,0.002359018,0,0,0,0
"171.021_0.4037",0,0.006176912,0.007734658,0.003078251,0.021563962,0.021687302,0.003794943,0.020827945,0.010911935,0,0.009304881
"688.0753_2.9941",0.002237063,0,0.001805252,0.003873276,0.001756871,0.001604663,0.00091377,0.002930429,0,0.001429851,0
"381.1_2.6213",0.016587325,0.027779746,0.040765287,0,0,0,0,0.02802366,0.029860803,0.017898956,0.024330985
"262.9914_3.9516",0.036606341,0.040896824,0.059039726,0.012136671,0,0,0.012417947,0.006578344,0.050057275,0.017939911,0.041175756
"175.0246_0.5445",0.00659009,0.001810004,0,0,0.0061664,0,0,0.055845006,0.040776822,0.020721265,0.060039689
"72.9395_0.2043",0.00366898,0.01077007,0.012714062,0,0.010766798,0.011603172,0.00627331,0.009064515,0.016278058,0.004120392,0.010424182
"265.1195_2.6088",0.025677951,0.040795966,0.009554871,0.069477275,0.052619364,0.012229093,0.027424288,0.068280036,0.059780822,0.033146545,0.033212773
"265.1441_4.656",0.033940521,0.045340057,0,0.044577641,0.057020217,0.026012657,0.034906012,0.051070806,0.04524655,0.031346321,0.032527615
"76.0399_2.8478",0.025969244,0.042175276,0,0.013456139,0,0,0,0.006449029,0,0.019871901,0
"394.0737_2.2982",0.012725241,0.020809595,0.019902656,0.012655034,0,0.006895473,0.005327838,0.006903715,0.005553979,0.006707657,0.009276464
"180.0877_0.3445",0.012342305,0.016377266,0.01487837,0.020526237,0.031792854,0.020265692,0.02511935,0.009189658,0.011491835,0.017282856,0.021989767
"83.0857_4.0269",0.019771908,0.022003544,0,0,0,0.018089728,0.017063255,0,0,0.017143966,0.013474238
"84.0451_2.5617",0.040330961,0.058239062,0.043515554,0,0.041828707,0.026953016,0.03470834,0.043395376,0.039286232,0.052664099,0.026569587
"269.1413_4.9413",0.037887702,0.044914815,0.018453966,0.030562096,0,0.018066109,0.023286215,0.031323261,0.027002138,0.034305739,0.023798962
"181.095_3.3174",0,0,0,0.038390736,0.089797786,0.021209003,0.037432866,0.030403461,0.020414956,0.006876817,0
"270.0465_4.3295",0,0,0,0,0,0,0,0,0,0,0
"397.0706_3.2907",0,0,0,0,0,0.007075573,0,0,0,0.002289898,0
"86.0964_2.8612",0,0,0.011624428,0.025446879,0.048864866,0,0,0.044486205,0.029905725,0,0
"182.076_0.6966",0.030278086,0.006021535,0.026924189,0.020884986,0.023578941,0.034424218,0.043529017,0.023777146,0,0.006908869,0
"399.0781_3.2697",0.001559562,0,0,0,0.001579015,0.002974604,0,0.002054429,0.002913797,0.002640684,0.002267019
"400.2697_5.2014",0.021436204,0.040182636,0.079974667,0.02681347,0.043639802,0.017598143,0.020705281,0.058181007,0.047133269,0.037850986,0.032437629
"273.0758_4.0263",0,0.01480169,0.030559628,0,0,0.198328612,0,0.027744175,0.06517349,0.063600767,0.031597759
"402.2864_5.3627",0.024588058,0.045639907,0.08172257,0.029542093,0.058080846,0.018246209,0.021846561,0.054159749,0.041211747,0.035659022,0.025584476
"402.9619_0.7553",0.008079284,0,0,0,0,0,0,0.010065658,0,0,0
"185.1279_2.1239",0.032400596,0,0.052880923,0,0.051714901,0.007419534,0.032168432,0.029779832,0,0.019563851,0
"186.0918_0.3486",0.015728175,0.013547772,0.014596611,0.012103229,0.021290671,0.015091504,0.024692302,0.021061545,0.01831792,0.013190954,0.017100521
"274.0409_3.4055",0,0,0,0,0,0,0,0,0,0,0
"186.959_3.2316",0.021662038,0.040646041,0,0,0.02771301,0,0.008195957,0,0.00400009,0.039029767,0.03354588
"186.959_4.6538",0.02193533,0.009246286,0.034895724,0,0,0,0,0,0,0,0.016401155
"189.1215_1.8741",0.030770666,0.02235246,0.025929306,0.02729687,0.055846801,0.030726261,0.051525436,0.040917548,0.034326447,0.023057459,0.022427068
"277.05_4.7998",0.002752553,0.009851438,0.013584273,0.012428535,0.008222589,0.014673731,0.015746681,0.002002286,0.003773439,0.001745024,0.002352269
"97.9707_4.9936",0,0,0,0,0,0,0,0,0.017368435,0,0
"97.9708_2.4138",0,0.011999455,0,0,0,0,0,0,0.005958276,0,0
"190.0201_0.7595",0.007128491,0.048447594,0,0.025326789,0.045227493,0.002593737,0,0.019044659,0,0.01208874,0
"190.0928_2.8219",0,0,0,0,0,0,0,0,0,0,0
"412.216_3.5221",0,0,0,0,0.007376688,0,0,0,0,0,0
"97.9711_2.5478",0.004825969,0,0.005772319,0,0,0,0.008598762,0,0.003518201,0,0
"191.0404_0.7997",0.018200891,0.026825678,0.029238104,0.016050991,0.029257321,0,0.012822617,0.014481116,0.011493877,0,0.009892159
"98.5101_5.5858",0,0.012340194,0,0,0.013801196,0,0,0,0,0.010192362,0
"415.1583_4.4082",0.00860132,0.018304484,0.00220171,0,0,0.007422487,0.009892958,0,0,0.008596912,0
"100.1124_1.1189",0.061916085,0,0.171663525,0.053411083,0.003088622,0.031693192,0.051167388,0,0,0,0
"193.0937_3.2939",0,0.046013357,0,0,0,0.020320312,0.050753394,0,0,0.031257289,0
"281.1067_2.2432",0,0.00242606,0,0,0,0,0.035064523,0,0,0,0
"416.9985_4.8437",0.007573613,0.016178274,0.028325504,0,0,0,0,0.029212518,0.04163238,0.022973769,0.035868153
"283.0367_0.4624",0.01562835,0.019375767,0.02694663,0.013793607,0.034773027,0,0.019784052,0.023914803,0.022889743,0.019359078,0.012078664
"283.1397_0.6701",0.008607866,0.016379992,0.026086393,0.004063292,0,0.002133153,0.02254774,0.010282573,0,0.008377894,0
"285.1313_2.2925",0,0.024928445,0,0,0,0,0.008712517,0,0,0,0.012397562
"197.1274_4.0519",0.020367585,0.032779065,0.039782871,0.030808356,0.043923938,0.017254182,0.024009772,0.022857345,0.043304699,0.021937439,0.013957321
"199.0987_3.6627",0.02709023,0.054894371,0,0.023835547,0.010907782,0.02572184,0.039797479,0.021245088,0.019453219,0.032968481,0.017575711
"433.1371_4.12",0.019225325,0.039727409,0.020042289,0,0,0,0,0.028117517,0.035128916,0.018404657,0.023238522
"112.0764_1.3656",0.029255289,0.060760529,0.023169065,0.025401275,0.042577004,0.034002017,0.060527003,0.073362923,0.025258352,0.03220993,0.045302488
"113.9662_0.9538",0,0,0,0.000954638,0.005222895,0.002857982,0,0,0,0.002635342,0
"119.0186_1.0886",0,0,0,0,0.007749752,0.009006482,0,0.004626115,0,0.005970473,0
"209.0582_0.4863",0.017559392,0.021747308,0.022707779,0.012919535,0.008864606,0,0.0166101,0,0.007422321,0,0
"121.0661_1.6724",0.013399469,0.015900232,0.033417113,0.013296526,0,0.021200146,0.051204684,0.030201146,0.028558069,0.024756186,0.025584476
"301.0904_4.4952",0.009357372,0.013212485,0,0.00783472,0.004600399,0.009706215,0,0,0,0.003860419,0.011306677
"302.1269_3.4365",0,0,0,0.01016203,0,0,0,0,0,0,0
"303.1333_4.5978",0.016423677,0.023197492,0.041548228,0.043176087,0.066149438,0.013911996,0.032276593,0.024411203,0.013793061,0.015194169,0.014737201
"124.0407_1.788",0.020251396,0.079762846,0.038618434,0.024232299,0.023503027,0,0.014914963,0.014706373,0.017252046,0.00635331,0.009105964
"124.0878_5.7344",0,0.071497887,0,0,0.019269185,0,0,0,0,0,0.048968238
"125.0971_3.1102",0,0,0.022947149,0.027226944,0.042115012,0.031176511,0.026972997,0.032987661,0.02155638,0,0.027872018
"214.0322_1.4877",0,0,0,0,0,0,0.007304565,0,0,0,0
"128.108_2.5958",0.018927486,0,0.008472717,0.037483222,0.09784035,0.02845139,0.047107638,0.026442689,0.018779391,0,0.016020687
"310.1623_5.087",0.024178939,0,0.053115307,0.029707787,0.043195162,0.007894881,0,0.051152149,0.047774427,0.037952482,0.064748962
"128.9541_0.2106",0.004619773,0.024634047,0.017459083,0.017288372,0.001626732,0,0.010148441,0,0.001519177,0.001461902,0
"469.108_0.7511",0.014265165,0.037012403,0.061819914,0.014108272,0.048608927,0,0.018749068,0.011085573,0.030128293,0.023678901,0.005509677
"219.9507_4.2184",0.015996557,0.019667439,0.031464748,0.026430399,0,0.02384998,0,0.023560231,0.021548212,0.007907806,0.013005363
"314.0834_1.9323",0,0,0,0,0,0,0,0,0,0,0
"221.1299_4.055",0.019866824,0.033817637,0.054940506,0.030695867,0.054233083,0.01288454,0.02996606,0.036883776,0.037877318,0.014083052,0.019137049
"133.1004_4.2676",0,0,0,0,0.089142756,0.029123075,0.020188721,0.016235202,0.034395872,0.028840966,0
"318.106_2.8353",0.002588906,0,0.00953991,0,0,0,0,0,0,0.004095463,0
"136.0423_2.1068",0.027595902,0.053779474,0,0.0176304,0,"5.31E-05",0,0.018783945,0.009466267,0.025142584,0.009765862
"224.9888_0.2593",0,0,0,0,0,0,0,0.001222229,0,0,0
"225.121_3.1694",0.034505105,0.059283086,0.047602306,0,0.072786505,0,0.036677607,0.037499061,0,0,0.025069818
"137.0963_3.9141",0.021578578,0.026174186,0,0.017565035,0,0,0,0.012019973,0,0.011798496,0.020298975
"225.1516_4.9572",0.032796624,0.061782745,0.017947797,0.029586177,0.016295519,0,0.032256079,0.022237888,0.021774864,0.050133815,0.015943331
"322.1665_4.9191",0.014628463,0.028376721,0.020822736,0.013526065,0.027255356,0.008114839,0.019028793,0.018001802,0.019867725,0.01916855,0.009595362
"491.1185_4.2638",0.019521527,0.039651084,0.033461995,0.015008186,0.020223535,0.007102145,0.014928017,0.014355973,0.009460141,0.007257874,0.003133727
"226.1438_2.6627",0.026456914,0.051500613,0.009470094,0,0.010662687,0.028035093,0,0.026083946,0.015698158,0.020488001,0
"227.0401_3.6553",0.002035777,0,0,0,0,0.001186889,0,0,0,0,0
"503.1447_3.4027",0,0.005896143,0.004380978,0.001354431,0.00364388,0,0.004401014,0.007765115,0.00764693,0.005576953,0.007029969
"141.9612_3.4686",0.018878392,0.020850484,0,0,0,0.011905799,0,0,0,0.021504745,0
"142.9468_0.3544",0,0,0.000254331,0,0,0,0,0,0,0,0
"143.0358_1.839",0.033261383,0.074542729,0.097119576,0.01848319,0.023806683,0.010563905,0.015854841,0.019232374,0.015855384,0.010628618,0
"233.1319_3.1888",0.020925624,0.026509473,0.052579217,0.022763859,0.037972267,0,0.012774131,0,0,0,0.013366886
"235.1101_3.8232",0.021629309,0.041136704,0.042081825,0.033474654,0.096319898,0.024837578,0.051812621,0.032428689,0.043896851,0.038419009,0.02665168
"336.1584_2.1995",0.012463404,0.017331334,0.022660403,0,0,0,0,0,0,0,0
"147.1047_0.3438",0.022465548,0.018100041,0.044620149,0.027351594,0.038508005,0.022984908,0.041798448,0.013897116,0.010346327,0.010012518,0
"236.0881_2.3331",0.062572312,0.037614829,0.036513968,0,0,0,0.008936297,0,0.027510572,0,0
"239.102_0.3528",0.017544664,0.011358866,0.020628248,0.034362407,0.049352886,0.025617027,0.032987095,0.020992717,0.015741038,0.012831265,0.019517517
"344.1563_4.8767",0.016778793,0.008796511,0.009135972,0.007164345,0,0.019061088,0.006903625,0.025007717,0.022936707,0.025714169,0
"242.1405_3.0021",0.015109587,0,0,0,0,0.03306461,0.019672162,0,0,0,0
"347.1852_4.4509",0.013144178,0.009745127,0.161849336,0.007162825,0.014146063,0,0,0.048107005,0.035555674,0.038971006,0.045910289
"155.0058_1.6634",0.027561536,0.031277089,0.021104495,0,0.017683663,0.025199254,0.017344846,0.021610088,0.021215382,0.0123683,0
"244.0356_1.7598",0,0,0,0,0,0,0,0.016329059,0,0,0
"156.1025_2.5954",0,0.009020035,0.015135194,0.051459243,0.098016037,0.055913705,0.046667537,0,0.025350238,0.037795786,0
"245.0982_1.8994",0,0,0.014925745,0,0.010044529,0.003516381,0,0.041668405,0.027026641,0.044225664,0
"158.0041_5.0019",0,0,0.015810917,0,0.005541734,0,0,0,0,0.008196269,0
"246.0746_2.4442",0,0,0,0.022855067,0.041566261,0.026643008,0.036121886,0,0,0,0
"158.0454_0.5378",0.018958579,0.033100722,0.013506977,0.032469852,0.036714261,0.043985763,0.024285768,0.029604632,0,0.004699099,0
"598.2859_1.9438",0,0,0.013599234,0,0,0,0,0.006353086,0.012277968,0,0
"362.2001_4.7462",0.036601431,0.057936486,0,0.013032024,0.008701933,0.026350714,0.012063628,0.030286661,0.010046167,0.026200282,0
"164.0395_3.0491",0.022336266,0.043663623,0.047991283,0.039486745,0.075285166,0.017530237,0.016423616,0.052779006,0.042551236,0.020169267,0.020677864
"370.7572_0.2689",0.007732351,0.016720731,0.023503187,0.017856899,0.031797192,0.012013564,0.015953677,0.022123174,0.019453219,0.010904617,0.014663002
"166.0988_2.5297",0.010673099,0,0.005460639,0.003525168,0.035282737,0,0.017130389,0,0.000724876,0.022014006,0
"654.174_4.119",0.014032785,0.034360093,0.020324048,0,0,0,0,0.028814146,0.034947186,0.018607649,0.022378128
"376.2255_4.3909",0,0,0,0,0,0,0,0,0.016951887,0,0
"376.9802_4.8248",0,0.014024806,0,0,0,0,0,0.02438826,0.027963875,0.015438117,0.025319253
"378.9857_0.3699",0,0,0,0.01676697,0.059464653,0.009040435,0.02117149,0.008791287,0.007910336,0.003256784,0.004301968
"71.05_1.8957",0.018423451,0.0313098,0.016925486,0,0.011638727,0.015876859,0.017630166,0,0.008379974,0,0
"72.0812_2.3194",0.007290502,0.025037481,0.056503895,0.035414333,0.036571109,0.031173559,0.018280994,0.028657718,0.022569164,0.024305685,0
"265.143_5.3936",0.062578858,0.056576257,0.029457527,0.051077692,0.031747306,0.013849994,0.034430479,0,0.040292891,0.069806285,0
"72.9401_3.6949",0.00097534,0.008093226,0,0.002429158,0,0,0.001762271,0.002479915,0,0.001070162,0
"176.0395_2.7822",0,0,0,0,0,0,0,0,0,0,0
"265.1546_2.7801",0.014489362,0.027659806,0.027143612,0,0,0.002356064,0,0.007068487,0,0.004709783,0
"389.1344_2.9672",0.00765871,0.013749489,0,0,0,0.008833763,0.009298075,0,0,0.00750004,0
"76.0398_3.9234",0.009262456,0,0.023271296,0.054055615,0.021216926,0.083903035,0.079663956,0,0,0,0.005465473
"76.0398_0.7635",0,0,0.004169035,0.000407393,0.055308895,0,0.067990079,0,0,0,0
"394.8753_0.2475",0.021622763,0.014670846,0.03190858,0.019595921,0.013226417,0.023901648,0.017501492,0.017655573,0.016086119,0.016508279,0.030233759
"180.0903_1.6587",0,0.07069647,0.071554312,0,0,0,0,0,0.022081149,0,0
"85.0641_1.8244",0.035848652,0.042297942,0.02006473,0.006040973,0.032107356,0.012750203,0.034055647,0.034266204,0.028133353,0.01597943,0.012178122
"181.1205_4.9005",0.016955532,0.044497751,0,0.016587595,0.017037309,0.032640932,0.010299493,0.020823774,0.017039688,0.023894358,0.003539454
"182.9749_4.9837",0,0,0.009549884,0.012655034,0,0.001090934,0.001495599,0,0,0,0
"88.0758_5.6055",0,0.026792967,0.006305915,0.030134941,0,0.021102715,0.025565046,0.021261774,0,0.014220161,0
"272.0937_2.6951",0.025013542,0.026953796,0.024139014,0.012306925,0.001084488,0.018940037,0,0,0,0,0
"96.9627_3.6948",0.033652501,0.029368952,0,0.014590152,0.018518719,0.005444338,0.049677383,0.025992174,0.045338435,0.014478354,0.067292254
"410.8487_0.2524",0.018307262,0.021371133,0.033845985,0.027149418,0.019368958,0.022558278,0.019537893,0.020206402,0.021466536,0.0175731,0.030626856
"410.9247_0.237",0,0.006400436,0,0,0,0,0,0,0,0,0
"97.0645_2.9512",0.0174072,0.027518059,0.017950291,0,0,0.020475317,0,0.015359202,0,0.020386505,0.005923297
"97.0646_2.1421",0.008076011,0.022630503,0.009791748,0.014424458,0.003604839,0.024886293,0.024119797,0.003681286,0.011708277,0.008110798,0
"189.093_0.4827",0.015760904,0.026746627,0.010255528,0.013436377,0.009801604,0,0.023567805,0.021426545,0.022036227,0.020014352,0
"97.9708_2.7048",0.002503809,0,0,0,0,0,0,0,0,0,0
"191.0955_5.7806",0.010332712,0.036516287,0.035092706,0.010878009,0.020561895,0,0.011985305,0,0.022264921,0.014734765,0.015447618
"417.0879_4.0195",0,0,0,0,0,0,0,0,0,0,0
"282.1246_3.562",0,0,0,0,0,0,0,0,0,0,0
"419.1037_4.3011",0,0,0,0,0,0,0,0,0,0,0
"103.9582_1.7615",0,0,0,0,0,0,0,0,0,0,0
"195.1042_4.9488",0.02259483,0.042813139,0,0,0,0,0.024791138,0.017186288,0,0.029150797,0
"283.1037_4.1114",0.008478584,0.011754123,0.01138007,0.002865434,0,0.010454664,0.006825302,0.006588772,0.005758169,0.008288862,0.005555459
"283.1671_2.9623",0.024304948,0.041493799,0.050522127,0.049864633,0.091971101,0.021746351,0.04868529,0.045126519,0.039868175,0.024952056,0.023697924
"107.0535_2.8909",0.020413407,0,0.033995592,0,0,0.020524032,0.020321125,0.04696612,0.034316238,0.03022274,0
"107.0822_3.8692",0,0,0,0.028479526,0.034668917,0.028111857,0,0.01228903,0,0,0
"196.1067_2.0911",0,0,0.006049091,0,0,0.002902269,0.026559003,0,0,0,0
"197.0989_4.5755",0.011190226,0.019536595,0.029066056,0,0.018512212,0.009501019,0.027138968,0.024945146,0.007457033,0.025630479,0.014797192
"287.0513_4.5042",0.018302352,0.022349734,0,0.010137708,0,0,0.010717216,0.010205401,0.007501955,0,0.017780942
"203.1282_3.262",0.013643304,0.009467085,0,0,0,0,0.011895793,0,0.010305489,0.015429213,0.011977627
"113.9659_1.0544",0,0,0,0.014289167,0.018011179,0,0,0,0,0.011339092,0
"117.9356_0.1485",0,0.017454,0.0196957,0,0.06137769,0,0.002610771,0,0,0.007630027,0.008847057
"119.0871_5.7353",0.018988036,0.027858798,0.020321554,0.023786903,0.020724568,0.01958515,0.021779427,0.024532174,0.023308334,0.0188605,0.023618989
"299.0576_4.668",0,0,0.024979304,0,0.06370934,0,0,0,0,0,0
"120.9972_3.9543",0.036864904,0.063036663,0.031459761,0.015015786,0.021112815,0.017897818,0.032638371,0.019876859,0.039715032,0.036161162,0.016271701
"209.0946_1.9561",0.015361604,0.025239199,0.032681548,0.027263427,0.028897271,0.00995127,0.016278159,0.012608144,0.017948336,0.013636113,0.015084516
"209.1294_2.499",0,0,0,0.029809635,0.046333671,0,0,0,0,0,0
"449.081_2.9999",0.013262005,0.014447322,0.013090572,0.016429502,0.021180053,0.025280447,0.015720573,0.020659002,0.01989427,0.010601908,0.0141294
"210.1121_3.8748",0.04567242,0.058887829,0.087791608,0.043355461,0.074139947,0,0,0,0.024282322,0.011536743,0
"210.1429_3.05",0.01299035,0.017140521,0.076538703,0,0,0.023956268,0.012263166,0,0,0.017279295,0
"211.0558_2.4713",0,0.005266458,0.004612868,0,0,0.003275755,0,0,0.001547763,0,0
"211.1446_2.8504",0,0,0.033319869,0.011571185,0.061097892,0,0,0.034818918,0.029209436,0,0
"124.077_1.7397",0.011915185,0.019762846,0.028649651,0.022105646,0.016037411,0.018823415,0.013257124,0.010132401,0.007146664,0.011073777,0.011063557
"457.1438_4.1169",0.005177811,0.018544364,0,0.005469407,0.004643778,0.015676091,0.013663658,0,0,0,0
"124.0868_3.7151",0,0.043088456,0.025268544,0.017235168,0.009818956,0.011375832,0.007265404,0.058345778,0.036309136,0,0.028061462
"307.0453_3.0018",0.003196038,0.013076189,0,0,0,0.009537925,0,0.019088459,0.018581326,0.011006113,0.011957103
"308.1051_4.4656",0.005117262,0.018462587,0.026612509,0,0,0,0,0.037563719,0.03859811,0.022535733,0.023552684
"214.1786_3.7416",0,0,0.027579965,0,0,0,0,0,0,0,0
"309.1319_5.8742",0.026005247,0.017377675,0.048123435,0,0.03603971,0.025509263,0.026070416,0.024686517,0.030971599,0.01595094,0.035800269
"461.2614_3.2671",0,0,0,0,0,0,0.002618231,0,0.067858594,0.047908019,0.003627862
"127.1123_5.0108",0,0.029979556,0.013776268,0.017642561,0.024893341,0,0.019194764,0.02158506,0.023338962,0.014312755,0
"310.1653_3.0547",0.027507532,0.042000818,0.043692588,0.047312344,0.05646279,0.012491862,0,0.01449363,0.008551494,0.023335239,0.007751436
"467.1636_3.1376",0.032516786,0.044854845,0.040468568,0.029361198,0.036475674,0.019625008,0.024000448,0.02727906,0.028533566,0.016474447,0.025204008
"311.0952_2.6512",0,0.030211258,0,0,0,0,0,0,0,0,0
"219.0713_2.5023",0,0,0,0,0,0,0,0,0,0,0
"312.1328_2.0586",0,0,0,0,0,0,0.006709682,0,0,0.019572754,0.00915964
"475.1221_4.8443",0,0.011974922,0.004044363,0.017429744,0.035278399,0,0.027728256,0.016587688,0,0,0
"133.0847_2.6706",0.022017154,0.02049339,0.036720924,0.022639209,0.035356482,0.009560069,0.012246382,0.040642233,0.037660877,0.027377283,0.021923461
"133.0988_3.7034",0,0.005841625,0,0.030587938,0.028116439,0,0.032720424,0.006361429,0.030334525,0,0.026094397
"133.0996_5.5283",0.027132779,0,0.030327738,0,0.047023405,0.013339219,0.02779166,0.02828646,0.029101215,0.02820884,0.031217291
"316.2135_3.1153",0.022593193,0.041976285,0.023286257,0.015383657,0.012842508,0.015358702,0.018618529,0,0.015289777,0.026057832,0
"223.1701_5.6787",0.023640538,0.102815865,0.062994325,0.023353668,0.023819697,0.043407081,0,0.008870544,0,0,0
"485.1908_4.7553",0.012267027,0.02191904,0.020526017,0.010572464,0.042125857,0.009013863,0.023155677,0.021186688,0.016045281,0.010236878,0.008239256
"486.162_4.4147",0.003758986,0.003216574,0,0.00256901,0,0.002803362,0.002243398,0,0,0,0
"488.1528_3.4028",0.004511765,0.005408205,0.011180595,0,0.006767206,0,0,0.002400657,0,0,0
"320.8702_0.251",0.005601659,0.034665395,0.019438876,0.002099291,0.004977801,0.001833478,0.002498881,0.017809916,0.01292321,0.007320196,0.018073002
"137.0966_3.6186",0.025923423,0.033321521,0,0,0,0,0,0,0.022675343,0,0.021026757
"491.1611_3.3984",0,0,0,0,0,0,0,0,0,0,0
"138.1036_0.2354",0.023089046,0.02482486,0.026719727,0.027524888,0.030563045,0.019309095,0.021216246,0.010649658,0.010803714,0.007008584,0.012706988
"226.115_1.8262",0,0,0,0,0.029970914,0.002735455,0,0,0,0,0
"325.0983_3.7031",0.011596072,0,0.008298176,0,0,0,0,0,0,0,0
"227.1665_3.3055",0.047999489,0.026863841,0.070282657,0.057711514,0,0,0.007567507,0.011475601,0.037356633,0.028470594,0
"500.9989_2.8954",0.002629818,0.010571078,0.004243839,0.001884954,0,0.002930317,0.001396763,0.001076229,0,0,0.002246496
