"M_T","lia_080314_039_pos","lia_080314_040_pos","lia_080314_041_pos","lia_080314_042_pos","lia_080314_043_pos","lia_080314_044_pos","lia_080314_045_pos","lia_080314_046_pos","lia_080314_047_pos","lia_080314_048_pos"
"265.1661_5.595",0,0.029964429,0,0,0.055071337,0,0,0,0.023283902,0
"265.9928_3.1809",0,0,0.011264343,0.013640403,0.021791276,0.013023579,0,0,0,0
"389.0925_3.1512",0,0,0,0,0,0,0,0,0,0
"76.0393_4.7295",0.007787547,0.011864471,0,0,0,0,0,0,0.007109263,0
"177.1118_2.6669",0.022504959,0.006742384,0,0,0.025558994,0,0,0,0,0
"390.1301_4.7895",0.012849453,0,0,0.000645337,0,0,0.009537604,0,0.014393771,0
"787.4546_4.9219",0,0.138429153,0.001355206,0.002765215,0.013023137,0.002794652,0.003358729,0.005392184,0,0.004219037
"178.0527_2.1907",0,0,0,0.002417309,0,0,0,0,0.026490411,0
"267.0723_2.1698",0,0.001896987,0,0,0,0.014113409,0.023005635,0,0.015357618,0
"391.1746_2.93",0.03707767,0.01378802,0.020393698,0,0,0.008952926,0,0,0.025652077,0
"391.2256_4.4344",0,0.015297641,0.003514931,0.00855522,0,0,0,0.005558547,0,0
"267.1354_2.0753",0.048814241,0.027819527,0,0,0,0.005748281,0,0,0.012072959,0
"267.1359_2.5276",0,0.030280962,0,0,0,0,0,0,0.01085098,0
"268.0428_5.0165",0.008968834,0.008878431,0.006209209,0.012387584,0.006746507,0.006689593,0.00353477,0.008968348,0.017479503,0
"393.0805_2.4921",0,0,0,0,0,0,0,0,0,0
"393.0873_3.7557",0,0,0,0,0,0,0,0,0,0
"393.1408_3.603",0.005703852,0.007165166,0.003622487,0.005429483,0.009055286,0.008281457,0.008890957,0.006433539,0.008494646,0
"839.4444_3.7944",0,0.007118682,0.000283948,0.00400181,0.003254334,0.001211155,0,0,0.007350817,0
"179.1149_4.0572",0.026314543,0,0,0,0.050543694,0.038357431,0,0,0.019149067,0
"394.1517_3.9732",0.006132693,0.018465189,0,0.009364596,0.006122905,0,0,0.004590849,0.022192173,0
"395.0504_3.2986",0,0,0,0,0,0,0,0,0,0
"849.3573_3.5196",0.001610128,0.008271927,0,0.00489771,0.004298505,0.002355373,0.002666764,0.001255975,0.006619051,0.001792302
"180.1043_4.5363",0,0.013447138,0,0,0,0,0.013147322,0.020380069,0.023383365,0.014573471
"180.1205_3.294",0,0,0,0.004272202,0.003257235,0,0,0.002045881,0.005953593,0
"268.1625_1.8515",0,0.008429087,0.014160826,0.015378126,0.049711258,0.032113393,0,0,0,0
"396.0769_3.3266",0,0,0,0,0,0,0,0,0,0
"269.1502_2.3411",0,0,0,0.001025689,0,0.036313737,"4.36E-05",0,0.027710022,0
"396.1122_5.4041",0.026924919,0.013185942,0.002300623,0.006593973,0.015703177,0.006846478,0.005631579,0.004881667,0.015009496,0.004981881
"84.0802_2.055",0,0.006452413,0,0.012944593,0,0.023034958,0.016619345,0.007171376,0,0.013871568
"85.0298_4.9997",0.00839003,0,0.012665798,0,0.022075523,0.015579765,0.012486732,0,0.012025595,0
"85.0301_3.4531",0.02100533,0.008763328,0,0.019064478,0,0.018608699,0.012017869,0,0.00909853,0
"181.1256_4.7715",0,0,0,0,0,0,0,0,0,0
"269.1742_3.9613",0,0,0,0,0.049369001,0,0,0.004555291,0.014869774,0
"269.9556_2.12",0,0.005781716,0,0,0,0.001798952,0.00229028,0.021255061,0.005354445,0.01287258
"270.0782_3.0499",0.024928044,0,0,0.01512576,0.029944514,0.013299697,0.0154132,0,0.021694856,0
"397.1073_3.3229",0.003583324,0.002293207,0,0.00272736,0,0,0.003058935,0.003066916,0,0.004895912
"397.1807_4.5952",0,0.007386518,0.004851852,0,0.030437595,0.013471225,0,0,0,0
"182.0472_1.776",0.022749636,0.018921174,0,0,0.011891951,0,0,0,0,0
"182.0839_2.4433",0.02831931,0,0,0.034487669,0.051292017,0,0,0,0,0
"270.1724_4.4708",0,0.008776609,0,0.00376747,0.000359659,0.001945379,0,0,0,0.00894301
"182.1576_5.3703",0,0.007984169,0.007351454,0,0,0,0.004509098,0,0,0
"182.1581_4.7065",0.014520092,0.006231061,0.016612028,0.014684118,0.011163932,0,0.009537604,0.017802082,0.008859345,0.017425702
"182.9743_3.6678",0,0,0,0,0,0.005317369,0,0,0,0
"183.1123_2.195",0.050340179,0.023288451,0,0,0,0.016479241,0,0,0,0
"183.1131_2.3599",0,0.004818834,0,0,0.025570596,0.028038556,0.008742804,0,0,0
"271.9893_4.4379",0,0,0,0,0,0,0.017921353,0.023206965,0.018118911,0.026601591
"88.0761_1.0089",0.031771088,0,0.029391835,0,0,0,0,0.041219858,0.015426295,0.022643727
"184.0486_1.0085",0,0,0,0,0,0,0,0,0,0.005732754
"272.1229_1.7595",0.001457534,0,0,0,0.043594154,0.026726994,0,0,0.00687955,0
"90.0551_1.8852",0.027327451,0,0.008090364,0.009058151,0,0.016857858,0.010029125,0.018053531,0.008077847,0
"184.0995_2.1555",0,0,0.004976617,0.007287981,0,0,0,0,0,0
"93.0353_3.2937",0.020505454,0,0,0.012569649,0.023050083,0.019098181,0.009729332,0,0.013557805,0
"93.069_3.1888",0,0.006850846,0.005472451,0.005570087,0,0,0,0,0.00259552,0
"273.1498_1.8525",0,0,0,0.007269955,0.024514823,0.01112422,0,0,0,0
"404.1083_2.2915",0,0.003450879,0,0.002467783,0,0.000311679,0,0,0,0
"404.1856_2.9912",0,0.006293039,0,0.005173511,0,0,0.004800176,0,0,0.00183039
"93.0706_3.866",0,0,0,0,0,0.007199993,0,0,0,0
"93.0707_5.2542",0,0.018454121,0.009335863,0,0,0,0,0,0,0.015497372
"94.0293_1.717",0.021752514,0.015853235,0.004335583,0,0.013205867,0.014860184,0,0.007361868,0.010379713,0
"274.1085_3.452",0.010852579,0,0.006203832,0.011859418,0.045868127,0.02424193,0,0,0.017664221,0
"274.1145_2.4822",0,0,0,0,0,0,0,0,0,0
"186.9596_0.2192",0,0.004391625,0.054871858,0,0,0,0,0,0,0
"274.1692_2.3087",0,0,0,0,0,0,0,0,0,0
"274.9573_0.3657",0.049061548,0.012670192,0,0,0,0,0,0,0.02436379,0
"188.0712_4.1301",0.017137866,0.010000686,0,0,0,0,0.008056068,0.006189709,0.014374825,0.003258137
"275.1121_2.3723",0.01941625,0.014162105,0,0.00839659,0.010549031,0.009130729,0.006391519,0.005058189,0.007833925,0.006189808
"275.8691_0.2769",0,0.012163296,0,0.007868423,0.026640872,0.024545242,0.006961475,0,0.015975712,0.0146355
"96.9634_2.9492",0.034591443,0,0.045600528,0,0,0,0,0,0,0.040923683
"277.1495_5.3495",0.005832768,0.005254898,0,0,0.020871825,0,0,0,0,0
"278.0682_2.2336",0,0,0,0,0,0,0,0,0,0
"412.1443_3.4229",0.023817792,0.022712935,0,0.021195171,0,0.013073782,0.019756714,0,0,0
"190.167_0.2855",0.007008793,0.007041209,0,0.012493939,0,0.008582677,0.006611135,0,0,0.015476696
"98.0893_0.459",0,0,0,0.00788645,0.016492106,0.001932828,0.004653765,0,0,0.005825253
"191.1174_5.4287",0,0,0,0,0.026292815,0.020901317,0.010809982,0,0.035645778,0
"414.2146_3.751",0,0.068295965,0,0.014824723,0,0,0,0,0.014846092,0.008589338
"414.2864_5.3277",0.003725394,0.015277719,0.002530793,0.012906738,0.007750072,0.004112489,0.002515125,0.005299478,0.022715539,0
"100.0403_3.7477",0,0.009892224,0,0.015929727,0.051471847,0.031364526,0.007911401,0,0,0
"100.076_2.2512",0.02417823,0,0.008556082,0,0.047817247,0.037397292,0,0,0,0
"100.0765_2.5144",0.010307976,0,0,0,0.034576574,0.022371856,0,0.010123997,0,0
"417.0899_4.1925",0,0,0,0,0,0,0,0,0,0
"100.719_5.1488",0,0.007866852,0,0,0,0,0.015960497,0.035489868,0.015729422,0.016536624
"101.0602_2.0949",0.019760901,0.0175665,0,0,0,0,0,0,0,0
"193.9333_1.7564",0.025917273,0,0,0,0,0,0,0,0,0
"193.9698_2.1313",0.026059343,0.002040866,0,0,0,0,0.002143869,0.048449652,0.009458493,0.038954001
"194.0694_3.445",0,0,0,0,0,0,0,0,0,0
"281.1514_2.5364",0,0.02785273,0,0,0,0,0,0,0,0
"282.1322_4.112",0,0.01457382,0,0.010520073,0,0,0,0,0,0.006382423
"418.0073_4.8321",0,0,0,0,0,0,0,0,0.007341344,0
"102.0559_0.3528",0.010523713,0.006065047,0.010734091,0,0.010050149,0.0089341,0.006175389,0.009108042,0,0.01436018
"103.9607_4.8486",0,0,0.00603712,0,0,0,0,0,0,0
"104.0543_2.3175",0.022249759,0,0,0,0.035725162,0.04206411,0,0,0,0
"105.0045_0.2326",0.097844217,0,0,0,0,0,0,0,0,0
"195.0984_2.926",0.015233074,0.010919297,0.005619802,0.012207323,0,0.047310357,0,0,0.015213159,0
"195.1139_1.7499",0.038498371,0.034371548,0.006706118,0.034869824,0.026011468,0.033228325,0,0,0,0
"422.7729_0.2676",0.003001889,0.005203987,0,0.007345664,0.008095228,0.00719581,0.00522895,0.008936599,0.006865341,0.012214206
"423.0133_0.5145",0.050403321,0.00354606,0,0,0,0.032987767,0,0,0.005918071,0
"423.0845_4.1233",0.023196893,0.003475227,0,0,0,0,0,0.003708238,0.014175899,0.00365425
"284.0249_2.6511",0,0,0.002069378,0.002460572,0,0,0,0,0,0
"424.0357_2.9997",0,0,0,0,0,0,0,0,0,0
"424.2096_2.9211",0,0.105478685,0.050908418,0.032429081,0,0,0,0,0,0
"107.0522_1.827",0,0,0,0,0.013858474,0,0,0,0,0
"285.0211_3.2917",0,0,0,0,0,0,0,0,0,0
"285.0438_3.8582",0,0,0,0,0,0,0,0,0,0
"425.1404_4.0164",0,0.003504003,0,0,0,0,0.003881624,0,0,0
"425.2169_5.4515",0,0,0,0,0,0,0,0,0,0
"108.0464_3.3616",0.015435655,0.013161594,0,0,0.016956183,0.01024357,0.010382951,0,0.012198472,0
"285.1488_4.3544",0.032155204,0,0,0,0.043759481,0.037437037,0.02688203,0,0.015987553,0
"426.2034_2.1997",0,0,0,0,0,0,0,0,0.001001738,0
"426.9028_0.2378",0.06168211,0,0,0,0,0,0,0,0,0
"109.102_2.6532",0,0.010036103,0,0,0.003361652,0.008768847,0,0,0.008390446,0
"197.1286_3.1456",0.028095682,0.021400317,0,0,0.005858961,0.020376274,0,0,0,0
"427.1635_3.0653",0.030834478,0.070671073,0,0.009332148,0.084209519,0.013676222,0.009596865,0,0.018481242,0
"427.1923_3.9841",0.031160713,0,0,0,0,0.013891678,0,0,0.022327159,0
"198.1154_3.9741",0.014688472,0,0.008922848,0.012039679,0,0,0.004768802,0.012489904,0,0
"111.0456_1.8957",0,0,0,0,0,0,0,0,0,0
"198.1523_5.5186",0.000881361,0.004274308,0.004162418,0.001910774,0.001076077,0.001464264,0.006489126,0.002028101,0.002735243,0.007137649
"199.0441_3.5049",0,0,0,0,0,0,0,0,0,0
"288.115_4.1377",0,0,0,0,0,0,0,0,0,0
"430.1943_1.6545",0,0.001992169,0,0.003100501,0,0,0.003709068,0,0.006484065,0
"289.0069_5.028",0.014017585,0.001786311,0,0,0,0,0.017013259,0.00732123,0,0.006503216
"431.0989_3.4704",0,0.012913679,0,0,0.02169266,0.011136771,0.014330808,0,0,0
"111.9749_3.3431",0,0.006990298,0,0,0,0,0,0.031478114,0,0
"201.0666_3.5816",0,0,0,0.014184793,0,0.008388139,0,0,0.002488952,0
"290.0141_2.7361",0,0,0,0,0,0.001478906,0,0,0,0
"433.0338_2.9276",0,0,0.007423517,0.007028404,0.01133506,0.004773499,0,0,0,0
"202.0992_3.2914",0.080356438,0.046729634,0,0.027866657,0,0,0,0.007620937,0,0
"290.1467_3.7841",0,0.003417676,0.005109987,0.0025489,0.001740286,0,0.006300884,0.003108824,0,0.004850206
"434.2399_5.1955",0.004659374,0.00614916,0,0,0,0.004813244,0.006673883,0,0.008402287,0.002930582
"113.0604_1.2424",0,0,0,0.002752596,0,0,0,0,0,0
"113.0809_3.6928",0,0,0,0,0.028363754,0,0.004765316,0,0.033422061,0
"291.1584_0.2442",0.003962178,0,0,0.009799026,0.004353614,0.004800693,0,0.007363138,0,0
"291.9946_2.4901",0,0,0,0,0,0,0,0,0,0
"436.0404_3.1951",0,0,0,0.004645344,0,0.000669378,0.011988238,0,0.004738719,0
"292.0963_2.112",0,0,0,0.000264985,0,0,0.001803988,0,0,0
"292.2037_1.7165",0.003433361,0.005040186,0.001029311,0.003397933,0.009397542,0.005769199,0.002518611,0.000505438,0.00493291,0
"292.9253_0.3034",0.01862434,0,0,0.011396145,0.017356448,0.014399987,0.009286614,0,0.016309625,0
"203.9645_2.0441",0,0,0,0,0,0,0,0,0,0
"204.0153_3.3406",0,0,0,0,0,0,0,0,0,0
"204.1037_3.2443",0,0,0,0,0.0121907,0,0,0,0.007833925,0
"293.1173_2.3558",0,0,0,0,0,0,0,0,0,0
"293.1437_5.3174",0.015461965,0.015676153,0,0.015599848,0,0,0,0.017493485,0.02418144,0.013657188
"294.0221_2.5901",0.012249601,0.004962713,0,0,0,0,0.008960677,0.010223053,0.00207689,0
"294.0619_1.7959",0,0.003924572,0,0,0,0,0,0,0,0
"294.0636_2.298",0,0.003304786,0.001774674,0,0,0,0,0,0,0
"439.285_4.227",0,0.072306865,0.038517964,0.057851389,0,0,0,0,0,0
"204.1267_3.1935",0,0.013227999,0,0,0.012654777,0.013659488,0.005044193,0,0.006458015,0
"204.1388_4.2764",0.040905671,0.013613152,0,0,0.016138248,0.017575347,0,0,0.01722374,0
"294.9789_3.2939",0.016222303,0.008318411,0.010059715,0.015470059,0.019296867,0.014278662,0.011559464,0.010624356,0.012795252,0.003705396
"295.0736_5.5187",0.030581909,0.017876393,0.016844349,0.014300161,0.011987667,0,0.01267846,0,0.017256895,0.015493019
"116.0567_0.2987",0,0,0,0,0.010186472,0,0,0,0,0
"205.1277_4.7139",0,0,0,0,0,0,0,0,0,0
"205.159_5.6782",0,0,0,0.005150077,0,0,0,0,0,0
"205.161_5.0728",0.014520092,0.041379555,0,0.024681433,0,0,0,0,0,0
"295.1609_5.0595",0.021820918,0.011242471,0,0.008138816,0.042054001,0.028067841,0.010287087,0,0.025533668,0
"441.1687_4.9204",0,0,0.00073891,0.004620107,0,0.004629165,0,0,0,0
"206.081_2.449",0,0,0.002181236,0.003751246,0.01242854,0.008837877,0,0,0,0.001143722
"296.1661_2.2775",0.025525265,0.02230122,0,0,0.043791386,0.032686547,0,0,0,0
"297.0758_4.2253",0.00977916,0.033809314,0,0.015830583,0.015178191,0.01747494,0,0,0.007383971,0
"442.1438_3.5759",0,0,0,0,0,0,0,0,0,0
"118.0844_4.2896",0,0.018961018,0,0,0,0,0.042478243,0,0,0.010594931
"206.9683_0.3448",0.031273843,0,0,0.007251928,0.021623048,0.014709574,0.004038492,0,0.011866927,0
"443.205_2.0168",0.001094466,0,0.005272396,0.004344307,0.007117768,0.004463912,0,0,0,0
"207.1529_5.5518",0,0.019405935,0,0.029759405,0,0,0.003215804,0,0.010275514,0
"207.9912_3.2492",0,0,0,0,0,0,0.001675007,0,0,0
"298.0631_3.4231",0,0,0,0,0,0,0,0,0,0
"298.0926_3.3284",0,0,0,0.02095362,0.006801616,0.015510735,0,0,0,0
"120.082_1.2121",0,0,0.008581895,0.009869328,0,0,0,0,0,0
"208.1094_1.8619",0,0,0,0.030083876,0,0,0.030460374,0,0.022504772,0
"298.1024_0.3381",0.00195478,0,0,0.002318166,0.002738049,0.002068795,0.000545554,0,0,0.003025258
"446.8883_0.2481",0.007592859,0.009677512,0.032405555,0.006833721,0.00213185,0.003074954,0.00539279,0.021479841,0.009219307,0.028598479
"447.091_4.4381",0,0.007736255,0,0,0.082443129,0.051037954,0,0,0,0
"447.2845_3.3505",0.009110904,0.05346095,0.013133666,0.024090174,0.026356625,0.011793597,0,0,0,0
"299.1347_4.09",0,0,0,0,0,0,0,0,0.029936107,0
"300.0661_3.4289",0.010236941,0,0,0,0.003695206,0.003834279,0,0,0,0
"449.1986_3.7187",0.018937421,0.0076455,0,0,0.033036421,0.020388825,0,0,0,0
"121.0719_2.0379",0.037798545,0.030241119,0.006429699,0.020499361,0.030846562,0.024486671,0.004798433,0,0.011964023,0
"210.0257_2.4621",0,0.002195812,0,0,0,0,0,0,0,0
"210.0264_2.0986",0,0,0,0,0.025651809,0,0,0.002900553,0,0
"300.8569_0.2706",0,0.011570072,0,0,0,0,0.010539819,0,0.004011689,0.012987932
"451.1868_3.1356",0,0,0,0,0,0,0,0,0.000663089,0
"121.1023_3.2576",0,0,0,0.00905094,0,0,0,0,0,0.012047708
"210.1249_4.0406",0,0,0,0,0.073529966,0.048569624,0,0,0,0
"210.1751_2.2768",0.019571474,0,0,0.006103661,0.040247005,0.020351172,0.016188828,0,0.023624919,0
"301.9566_0.3459",0,0,0.004205441,0.004571437,0,0.002930619,0.002527326,0.004456235,0,0.00226459
"302.0863_0.5444",0,0,0,0.024809418,0.054691375,0.011592784,0,0,0,0
"452.1719_4.1104",0.02273385,0,0,0,0,0,0,0,0.020479982,0
"211.0935_3.615",0.050316501,0,0,0,0.015320314,0.015280637,0,0.010191304,0.023004457,0
"211.1077_2.2323",0,0.01540389,0,0,0,0,0,0,0,0.003283166
"303.0283_0.2269",0.014564818,0,0,0,0.001093479,0.002982914,0,0,0.000835966,0
"454.1687_4.8814",0,0,0,0,0,0,0,0,0,0
"123.0922_1.7287",0.007990129,0,0,0,0,0.002859498,0.007463454,0,0,0
"211.171_4.1876",0,0.017464678,0,0,0.007744271,0,0.012002182,0,0.009406393,0
"455.1485_3.421",0,0.006616213,0,0.005142866,0,0.007461469,0.013215299,0.004611168,0.013633586,0
"455.1896_5.0326",0.018074476,0.034696936,0.004792697,0,0.022032015,0.014943856,0,0,0.025692336,0
"456.1726_3.7063",0,0,0,0,0,0,0,0,0,0
"212.1032_2.4527",0,0,0,0.009067164,0,0,0,0,0,0
"212.1279_4.0274",0,0.056356235,0,0,0.061379872,0.032565222,0,0,0.045729469,0
"305.0846_2.1105",0,0,0,0,0.026916417,0,0.001769128,0,0,0
"457.1162_2.8776",0,0,0,0,0.017176619,0,0,0,0,0
"457.1972_4.4217",0,0,0,0,0,0,0,0,0,0
"124.0877_5.4568",0.043439255,0,0,0,0.011053714,0,0.036050121,0,0,0.045562774
"306.1741_4.6592",0,0.000945173,0,0,0,0,0.001999202,0.005628394,0.000802811,0.005712078
"458.0596_3.3477",0,0,0,0.001175306,0.002085442,0.002328179,0,0,0.000838334,0
"458.14_3.5282",0,0,0,0,0,0,0,0,0,0
"307.0764_3.7326",0,0.015966124,0.010112418,0,0.041265072,0.021639724,0,0,0.020356837,0
"307.0796_3.192",0.011002541,0,0,0,0,0,0.001851048,0,0,0
"307.1422_2.1288",0.000413056,0,0,0,0,0,0,0,0,0.001173104
"458.7722_0.2692",0.008434756,0.00736881,0.007215934,0.007426782,0.005742942,0.001315745,0.004920442,0.007223444,0.003995112,0.003200461
"126.0558_1.1207",0,0.032394874,0.004747523,0.018736402,0,0,0.013598755,0.012493714,0.020787845,0
"307.1891_5.4231",0,0,0,0,0.037561164,0.018865991,0,0,0.013245206,0
"307.9889_2.6438",0,0,0,0,0,0,0,0,0,0
"460.1775_2.7977",0.021131615,0.008024012,0,0,0,0.006229396,0.013875889,0,0.014928978,0
"463.0861_2.6035",0,0.003415462,0,0,0,0,0.002584844,0,0,0.002552969
"463.0891_4.7112",0.037090825,0.025623715,0,0,0.044589017,0.027469585,0,0,0.012560803,0.003358254
"463.1162_3.0282",0,0,0,0,0,0,0.001199172,0,0,0
"127.068_1.7245",0,0,0,0,0,0.007015914,0,0.009538553,0.00623067,0
"310.0746_5.0064",0,0,0,0,0,0,0,0,0,0
"127.1129_3.6061",0,0,0.000104329,0,0,0,0.010480558,0.002831976,0,0
"216.8452_0.2668",0,0.002882004,0.002513584,0.009534042,0.008692726,0,0.004453322,0.006646889,0.00785287,0
"128.9533_2.9547",0,0,0.048840116,0,0,0,0,0,0,0
"217.1069_2.0416",0.033578536,0,0.029874762,0,0.008370774,0.005827769,0,0.030055776,0.012480285,0.030316781
"217.1178_4.4362",0.023028514,0,0,0.012780555,0.042181622,0.030542447,0.013884604,0.00776952,0.033140248,0
"217.1214_1.2902",0.025217446,0.021322844,0.017062688,0,0,0,0.013924693,0,0,0.002131827
"311.0764_3.3561",0,0,0,0,0,0,0,0.008048908,0,0
"469.1319_5.3526",0,0.003145413,0.00236193,0,0.003947548,0.002351189,0.003735213,0.004682285,0.003552263,0.003166727
"129.0559_1.92",0,0,0,0,0,0,0,0,0,0
"471.1366_5.1968",0.003728025,0,0,0,0,0,0,0,0,0.001727009
"471.1866_4.4121",0,0.00166014,0,0,0,0,0,0,0,0
"473.0709_4.1191",0.027335343,0.005679894,0,0,0,0,0.008528417,0,0.015269996,0
"473.1502_4.9882",0,0.00484097,0,0,0.00432751,0.00133248,0.002583101,0,0,0
"313.133_3.2678",0,0,0,0,0,0,0,0,0,0
"313.2188_3.9063",0,0,0,0,0,0,0,0,0,0
"314.1826_4.7555",0,0,0.003913964,0,0,0.002351189,0.004001889,0.006814522,0.002732875,0.004772942
"315.0461_4.3234",0,0,0,0,0.003686505,0,0,0,0,0.006791595
"475.3239_3.9727",0.013604529,0.004458031,0.030222168,0.013833283,0.004797387,0.005880064,0.009115802,0.030137052,0.005967802,0.025018228
"133.0001_0.2366",0.084636958,0,0,0,0,0.002252874,0,0,0,0
"221.135_4.6086",0.027569496,0.012710035,0,0,0.03705358,0,0.013527293,0,0.01758844,0
"315.0888_5.2701",0,0,0,0,0,0,0,0.009962714,0,0
"479.1709_4.3877",0.024730725,0.008564111,0.00118957,0,0.020239521,0.017152802,0.0053405,0,0.010673367,0
"480.2821_5.4865",0,0,0.00663298,0.003235698,0,0,0,0,0,0
"482.9539_0.3445",0.031258057,0.007410867,0,0.013568298,0.008753636,0.0313457,0.011339849,0,0.017515026,0
"223.0276_0.2581",0.001562771,0.004373917,0.006500686,0.010173971,0.023064585,0.014594524,0.004838521,0.007592998,0.0084757,0
"318.1475_5.4876",0,0,0,0,0.002552419,0,0,0,0,0
"319.1277_4.3716",0.0128705,0.011530229,0,0.007468242,0.025277648,0.011423348,0.011962094,0,0.018914618,0.000671433
"485.1612_3.344",0,0,0,0.000901309,0,0,0,0,0.000961479,0
"485.1831_4.4107",0.000278878,0,0,0,0,0,0,0,0,0
"485.229_3.5174",0.003709609,0.004940578,0.000745363,0,0,0,0,0.001983653,0.009673997,0
"485.2736_5.9638",0,0.003076794,0.004328054,0.001669223,0.003509576,0,0.002931698,0.004961673,0,0.004821912
"224.0422_4.257",0,0,0,0,0,0,0.020164572,0.015657145,0.019580075,0.01335031
"319.1638_0.3121",0.002528322,0,0.001948915,0,0,0.007419633,0,0,0.006384601,0
"320.0142_4.6305",0,0,0,0,0,0,0,0,0,0
"486.9903_4.8353",0,0,0,0,0,0,0,0,0,0
"487.051_4.9244",0.000762969,0,0.003943004,0.002938266,0,0,0.000610044,0,0.000871489,0.000767197
"224.1296_3.2571",0,0.018383289,0,0.017645818,0,0.022650066,0,0,0.012485021,0
"320.9755_1.8419",0,0,0,0,0.003083206,0,0,0,0,0
"489.2665_2.6081",0,0.03301466,0.050581448,0.017382636,0,0,0,0,0,0.005229996
"490.154_3.8726",0,0,0,0,0,0,0,0,0,0
"137.0957_4.3645",0,0,0,0.016576866,0,0,0,0,0,0
"137.1084_1.8254",0.006656248,0.01863563,0,0.007866621,0,0.013544438,0,0,0.003710931,0
"492.1834_4.7984",0.006535225,0.003459733,0,0,0,0,0,0,0.020162646,0
"324.0935_0.3478",0,0.00263409,0,0.005261839,0.004597254,0.003570711,0.002030575,0.002716411,0,0.00138313
"324.1086_2.5224",0.010931506,0.012960163,0.016389387,0,0.050404471,0.023773365,0,0,0,0
"139.0421_1.8419",0,0,0,0,0,0,0.016375327,0,0.007000327,0
"139.0751_3.1223",0,0.019835358,0,0.014036979,0,0,0,0,0,0.008972392
"139.9755_3.7317",0,0.009414103,0,0.003947731,0,0,0,0,0,0.001312396
"139.9832_4.7943",0,0.010374771,0.015456876,0,0.004785785,0,0,0,0,0.016877238
"226.9538_0.2498",0.014499045,0.009263584,0.033982326,0.007010378,0,0,0.006508299,0.023055842,0.010758621,0.027033615
"227.0936_2.9177",0.014754245,0.019211146,0.004963711,0.011967575,0,0.003328062,0.011787795,0,0.025135815,0.008516427
"227.122_1.8621",0.006758854,0,0,0,0.076033077,0,0,0,0,0.021257332
"140.0724_2.499",0,0.007554746,0,0,0.040235403,0,0,0,0,0
"140.074_2.0531",0,0,0.00861954,0,0.024929591,0.016042054,0,0.012564831,0.025069506,0.016274363
"140.1055_2.3757",0,0,0.014195244,0.024564262,0,0.05692011,0,0,0,0.006587009
"227.1705_2.647",0.026011987,0,0.022681415,0,0.009214812,0.008151765,0,0,0.013001284,0
"228.0298_2.9421",0,0,0.007784905,0,0.002796059,0.001924461,0,0,0,0.006247483
"228.046_2.2582",0.007045626,0,0,0,0.003483472,0.006557809,0.007709215,0.007076131,0.005468117,0
"326.8869_0.25",0.006153741,0.007703052,0.022891149,0.010900425,0.003483472,0.006423934,0.008054325,0.021605565,0.007841029,0.021967941
"140.109_3.9461",0,0.010319433,0,0.002779635,0,0,0,0.001390589,0,0.003840336
"228.1628_4.5243",0,0,0,0,0.014760522,0.01054479,0,0,0,0
"328.0826_3.3443",0,0,0,0,0,0,0,0,0,0
"141.0926_4.4195",0,0,0.002076907,0,0,0,0.008085699,0,0,0
"141.1272_4.5279",0,0,0,0,0,0,0,0,0,0
"141.1286_4.636",0,0.008652652,0,0,0.012425639,0,0,0,0.005662308,0
"141.9609_3.8298",0,0,0.018785735,0.025056377,0,0,0,0,0,0.009453386
"329.0687_3.7109",0,0,0,0,0.003022296,0,0,0,0.006353815,0
"504.203_4.5905",0.001873221,0.005350079,0,0.009831473,0.011755629,0.007823351,0.004678167,0.002002702,0.007161363,0
"505.0978_4.8796",0.035554363,0.018684328,0,0,0.005339776,0,0,0,0.007559216,0
"506.7061_0.2682",0,0.002651798,0,0.006228042,0.007402015,0.0057943,0.003970516,0,0.005352077,0
"141.9612_1.6205",0,0,0.009840301,0,0.005777748,0,0.025086757,0,0,0
"229.1437_0.2357",0,0.007634433,0.019637579,0,0.029697973,0.008735378,0,0.015846367,0,0.021628416
"507.1419_3.0017",0,0.001912482,0,0.003428578,0,0,0.002265878,0.004952783,0.001269342,0.00265635
"508.1772_4.585",0.016432777,0.007696411,0.002798608,0,0.009406244,0.032906187,0.010173793,0.001804591,0.017005868,0
"509.095_4.7965",0,0.001954539,0,0,0,0,0,0.000638782,0,0.000971782
"141.9612_1.3574",0.003633312,0,0.000785159,0,0,0,0,0,0,0.017864255
"230.0148_3.1952",0,0,0,0,0,0,0.009279642,0,0.006536164,0.00056914
"230.0468_3.56",0,0,0.018801869,0,0,0,0.0047444,0,0,0
"330.0715_0.3416",0.004185807,0,0.005092778,0.005406049,0.002564021,0.003143983,0.005391047,0.003784435,0.003000478,0.006398746
"511.0551_3.0499",0,0,0,0.010413719,0,0.029157672,0,0,0,0
"511.3014_4.6315",0,0.035028964,0.046393216,0.032299292,0,0,0,0,0,0
"143.1173_1.8925",0.015598773,0.021497712,0,0.011197857,0.021927598,0.013590458,0.014593998,0,0.016496711,0
"330.7682_0.2778",0.009092488,0.005113233,0.005281001,0.007282573,0.007607948,0.00955955,0.006931844,0.004825789,0.007869447,0.002425647
"331.1416_3.5667",0.008939894,0,0.003838675,0,0,0,0,0,0.067706138,0
"512.6874_0.2761",0,0.005447474,0,0.009968472,0.008135835,0.005269257,0.006914414,0.004021914,0.003327287,0
"332.0883_5.7185",0,0,0.002753434,0,0.002651035,0,0,0,0,0.002101357
