"M_T","lia_080314_039_pos","lia_080314_040_pos","lia_080314_041_pos","lia_080314_042_pos","lia_080314_043_pos","lia_080314_044_pos","lia_080314_045_pos","lia_080314_046_pos","lia_080314_047_pos","lia_080314_048_pos"
"251.1555_4.9317",0.038059006,0.122757427,0.054198557,0.21739201,0.069127044,0.046735111,0.130171213,0.110006401,0.213123955,0.072819475
"298.2026_4.8343",0.035017654,0.086581859,0.023607472,0.074808607,0.088229578,0.090110782,0.050448905,0.032006411,0.100275656,0.036082183
"214.1087_2.8106",0,0.043077325,0.071474206,0.09349093,0.003518277,0,0.084695039,0.085294551,0.041871711,0.117615052
"489.0498_4.9291",0,0,0.061091823,0.019850419,0,0,0.009171578,0.004132399,0,0.010078026
"143.0901_0.3339",0.257370545,0.104672963,0.083648472,0.112023636,0.154502554,0.164974396,0.013647558,0.032198172,0.013598064,0.049132143
"252.1613_3.9815",0.13073345,0.07268095,0.059981845,0.155405418,0.469024367,0.29736056,0.092988153,0.085487582,0.158063874,0.045945828
"174.0582_3.1942",0.019287334,0.016953354,0.016724962,0.066532792,0.026957024,0.037518617,0.120799193,0.019058057,0.088200329,0.014463561
"86.0968_3.1387",0.274739933,0.116231968,0,0.184773654,0.427013873,0.222789799,0.101021562,0.039908005,0.21472721,0.038252098
"313.1571_3.5573",0,0.022487156,0.025776877,0.033112272,0.023749097,0.013868668,0.02852392,0.019917809,0.014538229,0.022309643
"476.3048_3.6697",0.234171021,0.138772249,0.247046512,0.20218333,0.200788349,0.18393661,0.187037783,0.279865284,0.165353119,0.25520007
"153.0431_1.7148",0.133759018,0,0,0.060681497,0.114142431,0.084113577,0.067676551,0.04779944,0.075310349,0.038446889
"553.2939_5.6333",0.042726273,0,0.026716917,0.031578245,0.080917479,0.110292518,0.116143685,0.065761535,0.125752488,0.06676896
"353.2303_5.7682",0.180229101,0.11735201,0.224001557,0.167367584,0.172015628,0.14181393,0.123436326,0.223252429,0.123045663,0.179278073
"297.146_0.3615",0.008253222,0.002058574,0.092366964,0.110132691,0.212013191,0.194788895,0.120694614,0.068305234,0.090589818,0.003278813
"129.0161_0.2325",0.275900172,0.001682276,0,0,0.003875036,0.012875061,0,0,0.003090469,0.003325607
"325.1051_2.2033",0.053207891,0.075191082,0.005548815,0,0.00761955,0.017458206,0.037364331,0,0.055846315,0.040826831
"184.0986_2.5955",0.020613322,0.121553272,0.057258526,0.12116651,0,0.059158341,0.116190745,0.021007422,0.100424851,0.119262621
"209.1189_4.4159",0,0.033242653,0.019000848,0.032823854,0,0,0.017909152,0.037789738,0.025716018,0.026588532
"212.0941_2.6125",0.018719054,0.112794371,0.059384909,0.117098003,0.032256193,0.055913952,0.1367074,0.101991781,0.088818423,0.031294005
"224.1475_4.1236",0,0.014998816,0.022246888,0,0,0.027434024,0.022430451,0.01898313,0.019265108,0.014359092
"234.9654_0.2987",0.099930543,0.068689972,0.013960772,0.106630206,0.188777478,0.137324916,0.087007978,0.03385164,0.131547413,0.016199275
"238.1073_2.6876",0.031568507,0.161259405,0.106222331,0.132921375,0.033425085,0.038915943,0.169740418,0.226592383,0.103257189,0.251248735
"156.0678_3.7309",0,0.079434401,0.040599173,0.062471496,0.056744912,0.049536038,0.052092538,0.054963197,0.053319472,0
"285.0779_4.4175",0,0.08887728,0.007442877,0.068420132,0.267890861,0.257312951,0.133977889,0,0.159780802,0
"112.054_1.9056",0,0.037235844,0,0.034601234,0.037833809,0,0.026869829,0,0,0
"440.0683_2.9982",0.067709567,0.076235864,0.123400104,0.141483806,0.072984677,0.067954382,0.113532696,0.124683149,0.085439036,0.160298391
"229.1301_5.4906",0.010744711,0.117677397,0.013913448,0.078581485,0.044589017,0.059200177,0.093099704,0.08347472,0.079667792,0.082156421
"246.1714_5.3702",0.021184233,0.070768468,0.065035902,0.05714296,0.032505634,0.050878977,0.078446444,0.034520901,0.034506685,0.038380508
"174.8933_0.4035",0.039195567,0.070060141,0.052115197,0.195362227,0.185990121,0.075338454,0.055578505,0.042132948,0.181357249,0.110088908
"288.0487_4.4664",0,0.037891046,0,0.060326382,0.007735569,0,0.016145253,0.03544923,0,0.040955241
"465.0764_4.1173",0.239627566,0.082548825,0.000216188,0,0.000353858,0,0.087740031,0.034184365,0.146031175,0.018171134
"170.084_3.5192",0.088991144,0.102616603,0.034566356,0.078567064,0.100597208,0.148308985,0.118034821,0.043400353,0.181172531,0.045690096
"112.0549_0.3472",0.018603293,0.024795858,0.067539806,0.044407471,0.046233587,0.048594725,0.038908614,0.045634185,0.047126693,0.063541293
"432.2793_3.453",0.215786095,0.124955453,0.231760649,0.183762386,0.181505985,0.160213448,0.154102372,0.24818144,0.15579753,0.229042473
"220.1192_1.8577",0.327221687,0,0,0.304541333,0,0.175889436,0.137165805,0.025129661,0.071720195,0.008775424
"135.1183_5.2539",0.026430304,0.111019127,0.066690114,0.0831385,0.050079618,0.060733471,0.11084153,0.093733332,0.072873497,0.121599034
"225.1943_5.773",0.059761533,0.049779865,0.093166105,0.087270099,0.118847003,0.113218953,0.02835485,0.041758314,0.020678909,0.029251412
"149.0969_3.4043",0.090240835,0.047643818,0.071190258,0.063626974,0.140864516,0.091194337,0.056425595,0.037921812,0.082812729,0.023230279
"189.1485_0.2876",0.065370671,0.055785147,0.13030305,0.114594168,0.087518962,0.104694847,0.120814879,0.163024043,0.089048136,0.151554525
"206.0835_3.7551",0.153435729,0.05444154,0.053575808,0.113521611,0.174356312,0.125399535,0.058130232,0.0423082,0.092931943,0.030547485
"297.1461_4.365",0.233026567,0.114534198,0.032362533,0.083302539,0.498681734,0.288432736,0.140064386,0.029582087,0.208321295,0
"302.1446_4.0869",0,0.041220181,0.051010596,0.032306503,0.003773519,0.017732232,0.05050991,0.044253755,0.014242208,0.053855027
"124.0408_0.4749",0.130323025,0.117606564,0.021540245,0.141042165,0.292832054,0.008432067,0.098607531,0.128400276,0.097156768,0.095514348
"160.1329_0.3545",0.147171489,0.112701403,0.078644966,0.09833997,0.03784251,0.067761936,0.084322041,0.115330008,0.143068587,0.084006399
"98.0608_0.8277",0.041305572,0,0,0.534376808,0.088354299,0.055198554,0,0.020641678,0.038080262,0
"126.0922_1.8707",0.109354528,0.033818168,0.03549564,0.121750557,0.260503349,0.18185108,0.097080677,0.038638061,0.107567268,0.030273253
"141.961_3.1202",0,0,0.027933375,0,0,0,0.005642037,0,0,0.027047762
"148.0762_2.9977",0.045054644,0.059211677,0.049611293,0.083636023,0.098198514,0.065017487,0.073271527,0.046756816,0.064845382,0.064982099
"240.1578_4.1565",0,0.134050809,0.0147825,0.090150681,0.164697727,0,0,0.106434047,0.244023909,0.045603038
"86.9945_0.2255",1.024835962,0.001706624,0,0.006880589,0,0.024331877,0,0,0.003301237,0.012113001
"271.0652_4.8898",0.151972933,0.040354695,0.007271863,0.114576142,0.288597359,0.280109443,0.077494775,0,0.172599736,0
"125.0943_2.8118",0.026953859,0.075368164,0.020812091,0.096706799,0,0.049657362,0.061105505,0.071577881,0.022971302,0.051216088
"165.0907_4.7132",0.08407394,0.111962087,0.015393418,0.088912283,0.065312918,0.042363238,0.038302056,0.054824773,0.12443815,0.03792019
"113.9654_0.1998",0,0,0.040591644,0,0.162513668,0,0.024386078,0.031917515,0.037819763,0
"113.9657_3.3424",0,0.013894269,0.048414194,0,0,0,0.084034448,0.086139064,0,0.021606651
"130.0612_3.7787",0.11330092,0.059081079,0.059788244,0.092724818,0.096910703,0.087830714,0.063915193,0.059668341,0.080858985,0.045460481
"144.0827_2.6639",0.162159887,0.093700542,0.04301273,0.109362973,0.112883624,0.168346386,0.145521666,0.078262868,0.208307086,0.033852415
"558.2717_3.5615",0,0,0.064457251,0.075630601,0,0.01900405,0.067343641,0.028936955,0.023160756,0.040933477
"172.0777_4.1091",0.266078917,0.098731874,0,0,0.094314777,0.026398581,0.075579237,0.069707252,0.247220946,0.038821238
"262.0194_3.498",0.064363026,0.024868904,0.042787938,0.036836479,0.053841535,0.041704319,0.010196452,0,0.003436223,0.004849118
"177.0565_3.0897",0.15635869,0.048938728,0.041851125,0.067920807,0.246511453,0.130894707,0.089313944,0,0.120348311,0.007679584
"109.102_4.3677",0.017564076,0.169343182,0.02693418,0.16168213,0.088223778,0.046998678,0.046103648,0.060189019,0.087482772,0.049670813
"436.1591_4.3985",0.138536783,0.057301408,0,0,0,0,0.113778456,0,0.410679524,0.025142285
"113.9657_1.5152",0,0.103444459,0,0.095374665,0.049856281,0.084726476,0,0.207243509,0.173423861,0
"215.0189_0.347",0.486821681,0.127824176,0.061427398,0.114462577,0.041105545,0.16298509,0.088956633,0.072201423,0.159813956,0.100699727
"132.066_1.7792",0.056307124,0.056544384,0,0.04231283,0.058615719,0.022959653,0.046609113,0,0.03845917,0
"266.138_3.9033",0.092269281,0.175523332,0.045872645,0.107172793,0.177625148,0.133747929,0.078045558,0.057528485,0.184881094,0.038044247
"271.0617_4.2443",0.110543708,0.058104916,0.031471969,0.053997393,0.26423046,0.167463644,0.0768429,0.014679288,0.108192466,0
"278.1436_3.5117",0,0.036000699,0.033034758,0.032425475,0.026533554,0.025260639,0.041969292,0.031809569,0.007038218,0.033046043
"198.0886_0.3419",0.074823596,0.074456193,0.081376889,0.079084415,0.086553103,0.07110464,0.073595722,0.078792435,0.069162566,0.076900308
"113.9658_3.4707",0,0.021125841,0.111272087,0,0,0,0,0,0,0
"123.0488_4.4623",0.187024789,0.061976364,0,0,0,0,0.087989277,0.055450856,0.230414004,0.050780799
"211.1705_5.7335",0.143477666,0.079717732,0.155484067,0.125582921,0.105780359,0.099295898,0.097261948,0.171601248,0.100680614,0.130803217
"124.088_5.0082",0.246228565,0.152914432,0.110178242,0.208519529,0.138100362,0.040553826,0.114676093,0.239628363,0.184170641,0.2321722
"467.0128_2.7841",0,0,0,0,0.04150001,0.040417859,0,0,0,0
"90.0554_0.4124",0.048887907,0.06054643,0.026881478,0.037714354,0.095701205,0,0.126404627,0,0,0
"278.1382_4.3928",0.034454635,0.176386605,0.02659753,0.09467525,0.097856258,0.059474204,0.069253951,0.037634805,0.091416311,0.025113991
"289.1407_2.9878",0.12750267,0.109983199,0.051683897,0.141828106,0.168929521,0.189582392,0.057058298,0.017311883,0.113539807,0.010738576
"208.0993_2.8574",0.023749388,0,0,0,0,0,0,0,0.035757082,0
"121.1003_4.9055",0.054525986,0.07800668,0.023150359,0.079417899,0.100457985,0.067270362,0.074425382,0.041115722,0.124622868,0.034270293
"150.0784_0.345",0.053473614,0.086993574,0.107511928,0.058285819,0.040725583,0.05848478,0.106253998,0.103247756,0.046913557,0.132731546
"252.975_0.3213",0.25301899,0.115948637,0.208462938,0.163551444,0.088278887,0.115522031,0.106830925,0.068827181,0.14192239,0.057687746
"172.0983_3.7952",0.013849206,0.087502684,0.017130448,0.084070453,0.074756868,0.047356377,0.030432486,0.055403868,0.102731454,0.035224663
"184.0991_1.9776",0.189221614,0.154202701,0.032592703,0.1317677,0.180006439,0.118469384,0.065555341,0.051594034,0.115043598,0.043132774
"209.119_4.6009",0.077025683,0.102926496,0,0.073106937,0.116961693,0.03420729,0.101673438,0.05764024,0.109769671,0.071410227
"123.1055_2.675",0.049232558,0.080780222,0,0.101871297,0.046454023,0.1231111,0.04999573,0.0555715,0.060177708,0.071170818
"128.1082_3.1412",0.2214689,0.093638563,0,0.243306432,0.365895043,0.191381344,0,0,0.180786518,0
"139.0524_0.3491",0.197003899,0.070226155,0.107144086,0.120286832,0.096571347,0.109114832,0.100843778,0.106045444,0.106387917,0.110791899
"227.1045_1.959",0.177495567,0.114222091,0.043299905,0.087917238,0.106569288,0.09878759,0.117933728,0.037455742,0.104976484,0.039233674
"170.0962_3.7255",0.175993307,0.062644847,0.077371503,0.081105148,0.294314197,0.182028884,0.031987227,0.039222235,0.073484486,0.025254372
"181.0874_3.6637",0.039811205,0.133172041,0,0.095161956,0.067059004,0.059181351,0.065222431,0.074861957,0.104507585,0.06516492
"399.1446_3.5635",0,0.018155296,0.017552068,0.030044218,0,0,0.016765755,0.01144601,0,0.021030982
"226.0194_2.5144",0,0,0,0,0,0,0,0,0,0
"239.0883_4.4904",0,0.012951309,0,0.016881509,0,0.004813244,0.007264754,0.011301236,0,0.017311438
"355.2638_5.3106",0.049550901,0.088124683,0.020518463,0,0.077216471,0.038570795,0.086390962,0.114837269,0.115325411,0.109180242
"167.1081_3.4172",0.091059054,0,0.043626875,0.091648656,0.102963996,0.076583078,0.102262566,0.03887808,0.113411925,0
"67.0549_3.5071",0.04198172,0.117557867,0.026298524,0.077631505,0.094648332,0.067920913,0.054248609,0.044637278,0.096749442,0.032930691
"208.107_3.3948",0.334446216,0,0.03275081,0.083850534,0.146592956,0.148675051,0.105047854,0.043331776,0,0
"209.1233_3.1164",0,0.0833634,0.026892233,0.095538703,0.187675298,0.21440166,0.080497935,0,0.111325563,0
"218.1405_2.8988",0.018813767,0.055915745,0.033589747,0.100737451,0.020889228,0.049021454,0.057204708,0.050260593,0.0409126,0.067245601
"133.0666_3.8238",0.248104416,0.104850045,0,0,0.02047736,0,0.123181851,0,0.162229495,0
"141.9606_0.2002",0.027072251,0.010954714,0.0864374,0.039298854,0.080276473,0,0.008791607,0.04048837,0.028692814,0.019363825
"266.14_4.3825",0,0.02486005,0,0.022067638,0.031890733,0,0.009968121,0,0,0.030129607
"190.0505_2.6346",0,0,0.059453744,0.057867612,0,0.032954298,0.122468971,0.047170818,0.04571526,0.022842872
"112.0498_0.5167",0.030197793,0,0.009333712,0,0,0.02432351,0,0,0.002273448,0.041056446
"141.9612_4.6867",0,0,0,0,0,0,0,0,0,0
"520.33_3.8754",0.185764574,0.106490264,0.213052354,0.167450505,0.170536385,0.147495273,0.14621363,0.219487044,0.135099677,0.201516982
"260.026_2.2938",0,0,0.03332731,0.034595826,0,0,0.027774437,0.034458673,0,0.035587041
"171.079_0.34",0.032649818,0.046838096,0.089473707,0.069993817,0.034939134,0.043352662,0.037397447,0.11253867,0.041291508,0.083738696
"61.0401_0.3312",0.195512163,0.101571821,0.069961968,0.116843834,0.123676295,0.125861824,0.079082633,0.140290766,0.11444445,0.161936165
"71.0498_0.8218",0.130349335,0.038043779,0,0.611346753,0.040162891,0.066759961,0.025175649,0,0.04023767,0
"189.0886_2.0698",0.038995617,0.089753834,0,0.049348444,0,0.019824037,0.050685951,0,0.039977171,0.016562741
"127.0511_0.3483",0.050661152,0.051094697,0.043601062,0.081833406,0.046018952,0.050964741,0.051792745,0.035266358,0.042108529,0.042159903
"318.1926_2.9525",0.10675254,0.078219178,0.054321171,0.075475575,0.098833719,0.093953428,0.076801068,0.042370428,0.111299513,0.044570315
"229.0187_2.7773",0,0,0,0,0.066913981,0.157761852,0,0,0,0
"69.0343_1.4647",0,0.06831146,0.041373576,0.015522335,0.035730963,0.032220075,0.075584466,0.007406316,0.030722341,0.071650724
"415.2529_3.4474",0.184438586,0.10983268,0.185961142,0.16518822,0.164573006,0.12815235,0.130915467,0.208088022,0.130898533,0.190642378
"123.1177_3.7877",0,0.08284765,0.00871634,0.06341066,0.100466687,0.059210636,0.016263776,0.053093839,0.108557165,0.027255613
"214.1138_2.5236",0,0.086291888,0.036585182,0.103720782,0.028964153,0.041857021,0.083870608,0.070475569,0.047174056,0.112637524
"137.0616_2.7052",0.046567428,0.037667481,0.057801684,0.022756238,0.053217933,0,0.073092,0.045808167,0.022703699,0.083886694
"227.1308_3.1122",0.147476677,0.100515972,0,0.141427925,0.206656012,0.284491775,0.083694567,0,0.136878176,0
"243.089_4.3367",0.025020127,0.178861321,0.09035244,0.146226492,0.062450148,0.071058621,0.155043583,0.100810733,0.058555508,0.134759993
"563.9972_2.7907",0,0,0.026724446,0,0.007358508,0.040288167,0,0,0,0
"247.1302_2.2253",0.183383584,0.141596701,0.052488416,0.150486076,0.195158526,0.128256941,0.056063054,0.003696808,0.062564829,0.019546647
"88.0756_4.9979",0.038411551,0.035666458,0.196077862,0,0.030240362,0.110568636,0.162714452,0.150193794,0.189615077,0.234960225
"186.9586_5.0063",0.006137955,0,0.157054385,0.127899284,0,0,0.117194703,0.170916748,0,0.139479612
"97.1012_4.4242",0.055325788,0.081800655,0.019519268,0.065038423,0.087194109,0.032916646,0.011718076,0.037584007,0.055031663,0.042079375
"99.0812_2.7633",0.021936679,0.067727091,0.01611727,0.043370966,0.070522173,0.054855498,0,0.020684856,0.043368398,0.029323235
"286.9344_2.1613",0.010886781,0.017663895,0.027400973,0.008854455,0.003538581,0,0,0,0,0.024445823
"109.1022_4.7012",0.061834704,0.072674309,0,0.080027183,0.055123546,0.049215991,0.031710093,0.048511879,0.083847622,0.037183463
"296.0573_4.7694",0,0,0,0,0.006621787,0,0,0,0,0
"123.1131_3.3711",0.041913316,0.081123317,0,0.069087101,0.056718808,0.041191827,0.045439572,0.053209404,0.067263289,0.035139782
"474.1454_3.7964",0.006045873,0.019357238,0.005382104,0.022774264,0.017620392,0.014826715,0.010177279,0.023444445,0.025950467,0.013237134
"157.1234_4.9014",0.041558141,0.08470258,0.026382418,0.080978965,0.053966256,0.045442375,0.049080664,0.041345582,0.116959452,0.04173332
"170.1181_4.3297",0.01462533,0.030728093,0.024596988,0,0.026887412,0,0.055064325,0.048066129,0.018571232,0.08563982
"185.9625_0.3044",0.144227481,0.039723841,0.119546372,0.083288118,0.031513671,0.059833994,0.121416209,0.202547255,0.112272833,0.180201974
"99.0811_3.7077",0.02573837,0.096775122,0.014299574,0.048528253,0.084209519,0.054100356,0.029646401,0,0.080335618,0.019019947
"192.0681_3.1782",0.015864497,0.045839799,0,0.044580522,0,0.007986512,0.107913318,0.065709467,0.128509044,0.04645294
"135.1183_4.6102",0.093663673,0.041886451,0.021727393,0.049844164,0.188533838,0.151289807,0.04289133,0.033492246,0.132437847,0.016076306
"325.0588_1.8364",0.13141223,0.049855125,0.078572904,0.115003362,0.199361315,0.200342638,0.057971621,0,0,0
"229.1374_4.9989",0.034181018,0.089264646,0.042996597,0.123886659,0.061658318,0.073916027,0.083413946,0.183396492,0.114195791,0.189362628
"240.1609_4.9024",0.031702684,0.077015023,0,0,0.064785031,0.07301655,0.025133818,0,0,0
"162.0549_2.4647",0.095502691,0.109622396,0.059952804,0.127010594,0,0.146516308,0.099592316,0.060970034,0.134505264,0.047171166
"114.1285_2.9634",0.034501992,0.011627624,0.037178891,0.030469636,0.274915814,0.137222417,0.010520647,0,0.017443981,0
"121.0659_2.6792",0.069032923,0.037570086,0.038383519,0.047733299,0.087559569,0.038744415,0,0,0,0
"146.0616_2.4925",0.067809542,0.044478483,0.032268959,0.050170437,0.063772765,0.052175896,0.044020783,0.058000904,0.062155134,0.051935403
"351.0187_4.8843",0.062026762,0.034818679,0,0.072319193,0.096957111,0.126345031,0.04060105,0.017951935,0.110894555,0
"164.0393_2.698",0.14969718,0.057531615,0,0.067641402,0.073811312,0.07074485,0,0,0.092820639,0
"175.1247_3.191",0.262274595,0.090718929,0,0.060838325,0.258003138,0.134875412,0.050360013,0.024188632,0.108360607,0
"204.071_2.1515",0.063655306,0.095752475,0.020850811,0.053763053,0.127426611,0.090819904,0.091302688,0.05100478,0.112620955,0.04152547
"139.0042_0.618",0.108352144,0.157711131,0,0,0.131611998,0.075296618,0.196849035,0.007358058,0.264290755,0.036424973
"239.1406_4.3099",0.180681621,0.097904017,0.027647276,0.089712645,0.474517868,0.25139105,0.094839201,0,0.131961844,0
"157.0819_2.8398",0,0.030367289,0.031343977,0.052346196,0,0.061549275,0.096273676,0.069648835,0.058775748,0.06909449
"248.0985_2.141",0,0.089058789,0.027526814,0.043720674,0,0.023156283,0.042703088,0.056168374,0.024898997,0.09089158
"360.0709_2.8052",0.172304746,0.07796241,0,0,0.119798359,0,0.098149126,0.070864172,0.159555825,0.065920146
"179.1447_5.5242",0.020650155,0.101859579,0.069271459,0.056996948,0.038782264,0.053278277,0.0950257,0.054968277,0.037869495,0.068569967
"270.1714_5.0862",0.032181513,0.094827224,0.046522283,0.060955495,0.099399311,0.086038037,0.11384469,0.044111521,0.089396257,0.029025062
"271.062_3.9668",0.156748068,0.049058258,0.024441031,0.061809936,0.367420694,0.179914069,0.068947186,0,0.126344532,0
"285.1576_1.7683",0.171631228,0.130292251,0.026610436,0.060339,0.152695557,0.101820707,0.096672819,0.030629791,0.086819682,0
"428.1822_3.385",0,0.215472952,0.079984039,0,0,0.10926335,0,0,0,0
"202.1091_2.5153",0.057567339,0.097317434,0.050314709,0.07724214,0.079049572,0.067067457,0.097167827,0.030444379,0.083958926,0.069546103
"305.0787_2.5221",0.120383379,0.07772999,0.0502007,0.110287716,0.094111744,0.067343575,0.071835309,0.02104679,0.096844169,0.007698084
"330.0627_1.6508",0.039185044,0.081765238,0,0,0.031426657,0.052912211,0.080883135,0,0.044258832,0.034503172
"234.2049_5.7328",0.031118618,0.016523931,0.038968624,0.029607985,0.021985608,0.019388942,0.019150156,0.04621074,0.021971932,0.037973513
"151.1124_3.3716",0,0,0.036766952,0.08132687,0.06934748,0,0.0721107,0.042408526,0.071885968,0.035215958
"242.1402_3.9129",0.05564413,0.124003639,0,0.115026796,0.165231414,0.080252104,0.06278574,0,0.188172858,0
"357.1524_3.5683",0,0.007753963,0.018665273,0.036847295,0.00572844,0,0,0,0,0.027885693
"69.0704_2.78",0.035678016,0.08780815,0.041498341,0.066581463,0.038103553,0.05445178,0.078517907,0.061269741,0.072253035,0.062841566
"181.1238_4.4173",0,0.025276192,0,0.038649912,0,0.030676322,0,0,0.04171778,0
"411.1211_2.9967",0.019053182,0.030477966,0.026826624,0.062098354,0.006566678,0.007248105,0.040459869,0.028906476,0.043429971,0.036279151
"281.1133_2.4813",0.142767315,0.092908101,0,0.166915127,0.106105212,0.288190087,0.065548369,0.031652096,0.163375692,0.008589338
"114.9888_0.2346",0.619312591,0,0.014183413,0,0,0.012609401,0.008613823,0.020039724,0,0
"464.0663_4.1204",0.234868217,0.081813936,0,0,0,0,0.091731462,0.041212238,0.131324805,0.028730154
"222.1292_3.3481",0.025798881,0.017818841,0,0.021355604,0.036235646,0.031841458,0.018212431,0,0.023172597,0.009407681
"341.0332_0.3657",0,0,0.007480522,0.070132619,0.070884732,0.169923607,0.038476354,0,0.036282817,0
"240.1136_0.7697",0,0.044427572,0.012812074,0.032733723,0.084293633,0.041233663,0.01724159,0.024055288,0.062363534,0.023534981
"257.0498_4.8912",0,0,0.025496156,0,0,0.013262045,0.019577187,0.02905125,0,0.025062845
"675.163_2.8159",0.235215499,0.127153479,0,0,0.235544753,0,0.035368615,0.012823899,0.143286459,0.011318599
"68.9831_0.2327",0.463380111,0,0,0.002804872,0,0.009574192,0,0,0,0
"175.1496_4.2466",0,0,0,0.067715309,0.218980135,0.078716719,0,0,0.048083436,0
"84.0449_0.6679",0.236141586,0.110917305,0.031288048,0,0.207613169,0.225601185,0.10903057,0.040515039,0.076814141,0.046195031
"97.1011_4.8985",0.034517777,0.065938566,0.023546165,0.071574712,0.031890733,0.037483056,0.040775349,0.034863786,0.076409183,0.032212464
"413.1428_2.5994",0.042234289,0.071560908,0.026015652,0.057525115,0.038848975,0.035261559,0.058822197,0.035853073,0.056291532,0.040112957
"106.0662_3.5968",0.033660095,0.045706987,0.02505195,0.154709607,0.059970241,0.085975283,0.120480227,0.034105629,0.079236784,0.041316531
"302.1523_3.2969",0.032220977,0.077236375,0,0.058092939,0.102511522,0.035355691,0.065938797,0,0.07588108,0
"453.1446_3.4005",0.041255584,0.036596137,0.00727509,0.033180772,0.087730697,0.060532657,0.115395945,0.049212888,0.150994871,0.047375752
"132.103_3.2975",0.360347703,0.0553845,0,0.097207926,0.541643584,0.211303697,0.051625419,0.023667955,0.130486471,0.010094349
"156.1018_3.5586",0,0.060083804,0,0.065613458,0,0.032234717,0.064969698,0,0.03165777,0
"165.1291_3.7959",0.017700885,0.068683332,0.011576255,0.061862212,0.078666709,0.039060277,0.024178663,0.044385829,0.075438231,0.026674502
"76.0398_4.6035",0.146824207,0.063213722,0.021998434,0.06272206,0.248541786,0.179043878,0.061046243,0.028649947,0.095795068,0.014039154
"188.0933_1.8954",0.040584697,0.146464233,0.037929633,0.041598993,0.026298616,0.033445872,0.062144322,0.130260745,0.041504644,0.209928939
"100.107_1.3843",0.277005162,0.266596424,0.042869681,0.289071274,0.163035754,0.088849423,0.124255528,0.114775042,0.090371946,0.074039372
"283.1752_2.6684",0.113437729,0.074175076,0.119554976,0.108243548,0.131008699,0.141878776,0.110719521,0.100744695,0.082154377,0.110795164
"112.0514_2.5251",0,0,0,0,0.014545887,0,0,0,0,0
"441.1153_4.4651",0.183444095,0.057531615,0,0,0,0,0.076415869,0.052623959,0.179988443,0.055447096
"130.035_2.8949",0.057993549,0.056593082,0.03818454,0.08925478,0.086689426,0.097722861,0.048087163,0,0.069217034,0.023647068
"139.113_4.0726",0.05008761,0.063791451,0,0.066190295,0.117466376,0.075660592,0.046752038,0.014601822,0.10470888,0.016876149
"229.1159_3.0948",0.069966903,0.051293913,0.07249061,0.150572601,0.250148649,0.114869388,0.248263553,0,0.216747264,0.019479177
"231.0704_2.1417",0,0.069945038,0.029552094,0.024704867,0,0.016039962,0.0383282,0.063735973,0.014642429,0.092894997
"152.0578_1.7993",0.0674912,0.073885105,0,0.023172642,0.078997363,0.042833894,0,0,0.051803839,0.01915271
"356.994_1.8386",0.037845901,0.008205521,0.028125901,0.031242959,0.032453426,0.040206587,0.014775268,0,0.013725945,0
"251.1407_3.2091",0.180771072,0.0680724,0,0.100490492,0.284136427,0.183576819,0.086892941,0,0.102155987,0
"163.0513_2.2976",0.127773656,0.106445993,0.045349923,0.096349881,0.093450435,0.148825661,0.081956812,0.060919237,0.109210782,0.049721959
"382.1119_2.4182",0,0.049469972,0,0.021344788,0.019958175,0.015998126,0.068218619,0.073471368,0.030940213,0.090217971
"388.2537_3.2142",0.147224108,0.091768138,0.136296072,0.127785719,0.151926931,0.134201851,0.108664544,0.149348011,0.111271095,0.150150719
"179.0715_2.7273",0.058206654,0.028266658,0.064965991,0.05224525,0.047129834,0,0,0,0.046072855,0
"84.0803_0.4701",0.063384321,0.074898897,0.012878759,0.03068595,0.203346569,0.114365263,0.022761617,0,0.087409358,0.008100726
"275.0713_3.3999",0.039213984,0.032963749,0.00836033,0.038341664,0.075400773,0.059873739,0.111179668,0.060408719,0.15795257,0.058029447
"282.123_1.8171",0.077233526,0.07926396,0,0.205426238,0.258600636,0.163700487,0.130781257,0.072823696,0.1636504,0.034099442
"198.1145_4.3279",0,0.013358597,0.016918563,0.021665654,0.022707826,0.02168156,0.03728241,0.024120055,0.017647644,0.026765913
"113.0967_4.488",0.014101775,0.069234498,0.024139874,0.053189821,0,0.027095152,0.0387134,0.027533666,0.035072679,0.036328121
"121.1025_4.727",0.043520813,0.097275377,0.016382934,0.093258393,0.120508976,0.068182389,0.044151507,0.044651248,0.105750877,0.023144309
"243.0356_4.42",0.013120439,0,0,0.014628237,0.015250703,0,0.004552672,0.013552847,0.001124883,0
"362.2196_2.903",0.041505522,0.06220657,0,0.060688708,0,0.027448667,0.02158859,0,0.078888663,0
"162.0566_3.2562",0.055762522,0,0,0.058329082,0.090694983,0,0,0,0.078981021,0.039626522
"191.131_3.3008",0.110433209,0.057232789,0.050792258,0.084241702,0.211415693,0.068535904,0.032363712,0,0.092981675,0
"206.0464_1.7297",0,0.038147814,0,0,0,0,0,0,0,0
"445.1128_4.8215",0.082463812,0.024091959,0.04723538,0.069267362,0.218652381,0.101603159,0.050764385,0,0.095295383,0
"209.1287_4.9004",0.005253963,0.052887648,0,0.024373185,0.031110505,0.04045342,0.014674175,0.017294104,0.071244192,0.017032853
"141.9608_5.0051",0.019500439,0.026688418,0.082519134,0.055089779,0,0,0.035800875,0.044455676,0.038743351,0.074946949
