"mz","rt","t.score","p.value","mode"
863.56413,1620.75,-4.6112,1e-04,"negative"
863.56321,1306.06,-1.1422,0.2649,"negative"
863.55937,1278.76,1.5861,0.147,"negative"
863.56931,1353.61,-1.1697,0.2629,"negative"
863.85623,100.03,-1.7325,0.0973,"negative"
864.15078,1021.48,0.3949,0.6965,"negative"
864.23324,1194.98,2.6297,0.0192,"negative"
864.3856,947.97,-0.1237,0.903,"negative"
864.38094,69.97,-0.1534,0.8795,"negative"
864.45749,84.1,-0.4421,0.6645,"negative"
864.57203,1318.85,-4.0877,6e-04,"negative"
864.48515,1622.52,-0.8922,0.383,"negative"
864.5704,1354.5,-0.02,0.9844,"negative"
864.65572,871.3,1.2412,0.2294,"negative"
864.6844,86.17,-0.4538,0.6541,"negative"
865.38255,947.94,-0.3646,0.7186,"negative"
865.49547,82.47,-0.4716,0.642,"negative"
865.70651,89.14,1.7426,0.1012,"negative"
866.45236,82.8,-0.7255,0.4811,"negative"
866.5604,1622.17,-0.9676,0.3426,"negative"
866.56667,1168.83,-1.5301,0.1381,"negative"
866.63862,87.58,1.1881,0.2493,"negative"
867.53362,84.06,-1.2825,0.2133,"negative"
867.68249,96.61,3.1375,0.0089,"negative"
868.15486,1061.51,2.1286,0.0457,"negative"
868.23218,1021.1,1.2062,0.2457,"negative"
868.44693,1621.02,-0.1529,0.8797,"negative"
868.36552,82.04,-1.1854,0.2521,"negative"
868.47407,1306.32,-3.5894,0.0034,"negative"
868.47309,1287.81,-6.8147,0,"negative"
868.4738,1269.55,-5.7667,0,"negative"
868.56434,1622.76,-1.7003,0.1051,"negative"
868.72446,97.84,2.7347,0.0155,"negative"
869.33724,75.62,2.0268,0.0685,"negative"
869.23282,1019.95,1.6335,0.1284,"negative"
869.4675,82.17,0.8205,0.4257,"negative"
869.48643,1621.1,-3.102,0.0048,"negative"
869.73953,98.03,-0.2589,0.798,"negative"
870.14811,1066.81,1.3404,0.2078,"negative"
870.23141,1021.97,1.5362,0.1503,"negative"
870.35607,81.44,-2.3139,0.0344,"negative"
870.55259,1181.57,-8.6207,0,"negative"
870.55364,1161.21,-8.3549,0,"negative"
870.55343,1126.13,-7.506,0,"negative"
870.64788,1622.83,-5.0086,0,"negative"
870.54577,85,-0.2965,0.7692,"negative"
870.59113,877.48,1.5355,0.1416,"negative"
870.85393,88.86,-0.1374,0.8935,"negative"
871.33517,73.67,1.7424,0.1054,"negative"
871.49961,83.18,-0.683,0.5021,"negative"
871.55588,1151.19,-8.5968,0,"negative"
871.71963,88.77,0.1463,0.8861,"negative"
872.17192,1023.35,-0.2837,0.78,"negative"
872.10785,1063.86,0.2782,0.7835,"negative"
872.35198,80.6,0.6943,0.4941,"negative"
872.3366,1285.22,1.6929,0.12,"negative"
872.43377,1622,-2.7461,0.011,"negative"
872.56438,1217.28,-5.5535,0,"negative"
872.56764,1188.73,-5.7207,0,"negative"
872.583,85.21,-2.0312,0.0529,"negative"
872.77683,96.29,-1.5604,0.1354,"negative"
873.5204,83.74,-0.2493,0.8055,"negative"
873.41234,948.08,-0.3072,0.7617,"negative"
873.87079,100.64,-2.0265,0.0567,"negative"
874.1795,1021.56,1.2073,0.2448,"negative"
874.10168,1064.66,2.5446,0.0215,"negative"
874.30809,77.87,1.3161,0.2165,"negative"
874.55252,1622.42,-0.2151,0.8318,"negative"
874.41972,947.51,-0.6101,0.5482,"negative"
874.45615,560.98,1.7505,0.0938,"negative"
874.50995,1181.81,-4.7212,1e-04,"negative"
874.51171,1134.59,-0.6381,0.5324,"negative"
874.5096,1142.04,-1.1407,0.2748,"negative"
874.54298,870.9,0.2279,0.822,"negative"
874.50968,1123.24,-1.9412,0.0699,"negative"
874.54133,84.29,-0.7604,0.4572,"negative"
874.61257,1347.83,1.7169,0.1186,"negative"
874.763,100.43,-1.1484,0.2721,"negative"
875.18283,1021.05,0.9723,0.3455,"negative"
875.4524,82.12,0.605,0.5532,"negative"
875.54778,82.99,-2.3354,0.0285,"negative"
876.14827,1063.61,-2.0027,0.0612,"negative"
876.25453,1022.6,0.6271,0.5438,"negative"
876.30872,79.63,2.3784,0.0373,"negative"
876.5925,1622.54,-5.3667,0,"negative"
876.54646,1161.17,-2.3789,0.0292,"negative"
876.5053,1181.69,-4.538,2e-04,"negative"
876.50349,1118.66,-7.9431,0,"negative"
876.58594,1340.14,2.67,0.0233,"negative"
876.5895,1148.79,-1.83,0.0798,"negative"
876.54644,1134.69,-1.6976,0.1075,"negative"
876.53652,84.32,-1.1129,0.2796,"negative"
876.6243,1358.07,2.9996,0.0115,"negative"
876.67356,1644.32,5.8531,0,"negative"
876.78769,99.06,-0.3663,0.7219,"negative"
877.47063,82.44,-0.7835,0.4439,"negative"
877.62908,1358.95,2.8756,0.017,"negative"
877.5896,1339.33,2.3301,0.0442,"negative"
877.64715,87.71,1.5856,0.1377,"negative"
877.84144,100.25,-1.1328,0.276,"negative"
878.18281,1062.86,3.3251,0.0033,"negative"
878.28891,73.25,3.0256,0.0126,"negative"
878.43881,83.11,-0.5707,0.5736,"negative"
878.5907,1622.41,-3.265,0.0031,"negative"
878.50719,1155.98,-5.212,0,"negative"
878.51008,1120.82,-5.9244,0,"negative"
878.51154,1184.77,-5.8029,0,"negative"
878.50451,1138.42,-6.1284,0,"negative"
878.54944,1172.4,-2.04,0.057,"negative"
878.51611,1301.78,-6.0342,0,"negative"
878.57939,85.48,1.5063,0.148,"negative"
878.6054,1351.09,5.6027,3e-04,"negative"
878.82251,95.94,-2.5889,0.016,"negative"
879.48257,82.12,-0.1664,0.8695,"negative"
879.60807,1350.67,4.6331,0.0011,"negative"
880.30285,70.03,1.0228,0.3253,"negative"
880.51628,83.07,-0.5139,0.6132,"negative"
880.58555,1622.44,-3.103,0.0073,"negative"
880.61024,1349.96,3.5539,0.0061,"negative"
880.69023,97.13,3.1163,0.0065,"negative"
881.48118,82.64,0.1717,0.8657,"negative"
881.52046,1304.43,1.9843,0.0783,"negative"
882.20527,1022.68,-1.0866,0.2876,"negative"
882.13057,1064.34,3.924,0.0011,"negative"
882.3412,76.39,-1.9199,0.0673,"negative"
882.52711,83.08,-2.7792,0.0109,"negative"
882.4504,1622.54,-1.4324,0.166,"negative"
882.52321,1305.22,1.9088,0.0884,"negative"
882.63099,87.65,4.4298,4e-04,"negative"
882.81064,94.06,-2.1656,0.046,"negative"
883.31113,73.67,2.8008,0.0194,"negative"
883.46262,82.74,-0.7001,0.4939,"negative"
883.53634,1322.76,2.1195,0.0617,"negative"
883.68038,1247.64,1.062,0.3101,"negative"
883.66554,91.25,1.6532,0.1168,"negative"
883.82205,103.44,-1.0432,0.3192,"negative"
884.20945,1021.93,0.168,0.8681,"negative"
884.13182,1065.03,1.133,0.2739,"negative"
884.33329,79.64,-0.1457,0.8864,"negative"
884.52104,83.38,-0.8068,0.4287,"negative"
884.53011,1188.79,-2.6333,0.0143,"negative"
884.53238,1163.99,-2.9084,0.0117,"negative"
884.53403,1133.91,-1.4414,0.1637,"negative"
884.52814,1208.92,-4.7003,1e-04,"negative"
884.53884,1324.53,1.6177,0.1398,"negative"
884.53811,1301.8,-5.7443,0,"negative"
884.51238,385.01,0.5689,0.5758,"negative"
884.54277,1622.5,-1.2988,0.21,"negative"
884.63862,86.42,-0.4765,0.6381,"negative"
885.21386,1022.23,0.9423,0.3581,"negative"
885.31285,72.7,2.3006,0.0415,"negative"
885.46409,82.64,-1.1013,0.2906,"negative"
885.555,1620.74,-6.2891,0,"negative"
885.55398,1356.62,-3.6659,0.0019,"negative"
885.55339,1320.37,1.3706,0.2005,"negative"
885.55052,1295.33,2.7562,0.0221,"negative"
885.54784,1335.5,-2.3058,0.0313,"negative"
885.55392,1249.65,1.2434,0.2442,"negative"
885.55036,1305.14,2.6911,0.0219,"negative"
885.72857,91.24,1.0162,0.326,"negative"
886.13201,1062.17,0.6035,0.5518,"negative"
886.27749,77.5,2.1725,0.0496,"negative"
886.47724,82.8,-1.4561,0.158,"negative"
886.55411,1327.58,1.5316,0.1572,"negative"
886.55369,1314.71,2.3027,0.0388,"negative"
886.53975,1236.45,-0.0548,0.9574,"negative"
886.539,1222.14,-0.4011,0.6972,"negative"
886.52863,1147.59,-4.7381,1e-04,"negative"
886.54969,1248.16,1.5594,0.1533,"negative"
886.55283,1290.63,2.5842,0.0269,"negative"
886.55741,1300.66,1.6253,0.1384,"negative"
886.53482,1196.67,-4.209,0.0012,"negative"
886.53168,1065.52,-3.383,0.0032,"negative"
886.54428,1260.14,1.9098,0.0872,"negative"
886.52881,1097.32,-7.8169,0,"negative"
886.52984,1134.19,-7.207,0,"negative"
886.53017,1122.67,-5.7635,0,"negative"
886.55331,1282.04,4.1362,0.0024,"negative"
886.53136,1083.81,-6.4729,0,"negative"
886.55782,1621.19,-6.7336,0,"negative"
886.55788,1354.79,-4.042,8e-04,"negative"
886.53287,1185.02,-6.2502,0,"negative"
886.70265,96.06,3.1991,0.0059,"negative"
887.3073,72.55,2.8715,0.0151,"negative"
887.3067,93.46,0.8136,0.4323,"negative"
887.47044,82.88,0.4026,0.6913,"negative"
887.56078,1620.75,-6.1159,0,"negative"
887.56347,1352.91,-2.5524,0.0197,"negative"
887.56514,1310.11,1.5291,0.1605,"negative"
887.53541,1150.51,-3.3536,0.0051,"negative"
887.5342,1180.71,-6.4174,0,"negative"
887.54501,1237.51,1.0918,0.3027,"negative"
887.56453,1326.81,1.9124,0.0869,"negative"
887.61537,1342.91,1.7465,0.1129,"negative"
887.82953,96.14,-1.7851,0.0939,"negative"
888.21333,1064.7,0.6464,0.5237,"negative"
888.15303,1022.64,-2.7504,0.011,"negative"
888.27804,74.48,2.4824,0.0322,"negative"
888.49291,83.19,-1.659,0.1137,"negative"
888.56896,1316.84,1.4512,0.1806,"negative"
888.54443,1116.04,-7.0636,0,"negative"
888.57017,1352.86,0.3451,0.7349,"negative"
888.58995,1622.04,-2.6711,0.0142,"negative"
888.83721,95.3,0.3089,0.7641,"negative"
889.30688,76.59,1.7168,0.1167,"negative"
889.23912,1192.67,2.1725,0.0449,"negative"
889.48059,82.47,-0.0756,0.9408,"negative"
889.57273,1316.06,1.1922,0.2635,"negative"
889.63113,1351.2,2.6487,0.0199,"negative"
890.15629,1021.53,0.9683,0.3482,"negative"
890.26991,71.27,2.4172,0.0373,"negative"
890.48369,83.23,-0.8439,0.411,"negative"
890.48953,1622.95,-3.6817,0.0012,"negative"
890.64035,1362.45,3.843,0.0036,"negative"
890.72841,1349.12,1.1001,0.2973,"negative"
891.07765,397.73,-2.1745,0.044,"negative"
890.92669,94.67,-3.1396,0.0055,"negative"
891.45051,83.19,0.2954,0.7725,"negative"
891.47799,1330.04,1.5723,0.15,"negative"
891.64352,1363.56,3.4878,0.0065,"negative"
891.84176,92.8,-1.4275,0.179,"negative"
892.16135,1063.39,-0.1792,0.8601,"negative"
892.23522,1023.34,-0.5912,0.5612,"negative"
892.35928,80.3,2.0902,0.0612,"negative"
892.56634,1622.17,-6.1759,0,"negative"
892.62028,1357.24,4.7464,9e-04,"negative"
892.5446,85.29,0.5562,0.589,"negative"
892.64155,1646.99,1.8097,0.0833,"negative"
893.45043,82.57,-1.4002,0.1744,"negative"
893.62363,1356.91,4.2717,0.0018,"negative"
893.81542,94.07,-1.4635,0.1582,"negative"
894.16039,1064.54,1.3174,0.2133,"negative"
894.30599,70.88,1.4106,0.191,"negative"
894.47848,82.7,-2.471,0.0212,"negative"
894.56739,1622.54,-2.4552,0.0269,"negative"
894.5556,1173.34,-6.0871,0,"negative"
894.55164,1183.12,-4.245,3e-04,"negative"
894.55263,1235.96,-2.6978,0.0132,"negative"
894.55214,1160.3,-5.2846,0,"negative"
894.55297,1195.94,-4.1113,7e-04,"negative"
894.55383,1223.7,-2.1201,0.0555,"negative"
894.62582,1357.25,3.3803,0.0079,"negative"
895.16002,1062.4,0.5858,0.5644,"negative"
895.4715,82.21,-1.4599,0.1642,"negative"
895.55235,1120.15,-3.9924,8e-04,"negative"
895.62257,87.43,1.161,0.2661,"negative"
896.10177,1021.6,0.1197,0.9057,"negative"
896.2424,1063.66,1.3059,0.2105,"negative"
896.32259,74.67,0.8904,0.3884,"negative"
896.49834,82.68,-0.8443,0.4119,"negative"
896.58746,1620.12,0.2923,0.7753,"negative"
896.51288,625.77,1.8039,0.0859,"negative"
896.56616,1169.65,-4.3309,6e-04,"negative"
896.56788,1124.46,-5.1087,0,"negative"
896.77155,92.7,-2.3295,0.0339,"negative"
897.4931,82.7,-0.2007,0.8429,"negative"
897.51575,1375.55,2.0818,0.0637,"negative"
897.77322,89.58,0.0994,0.9225,"negative"
898.10746,1061.92,2.7896,0.015,"negative"
898.17788,1022.03,-0.3263,0.748,"negative"
898.30536,78.75,0.0283,0.9778,"negative"
898.49553,82.56,-1.2725,0.2207,"negative"
898.52276,1621.71,-0.0268,0.9789,"negative"
898.58193,1188.81,-6.5649,0,"negative"
898.58019,1155.78,-14.3332,0,"negative"
898.58076,1211.05,-10.0598,0,"negative"
898.7414,97.74,1.8958,0.0732,"negative"
899.43,82.03,0.4692,0.6441,"negative"
899.60947,86.01,-0.289,0.7751,"negative"
899.65263,1248.15,1.9796,0.0784,"negative"
899.81401,97.07,-1.4554,0.1649,"negative"
900.18533,1021.72,0.885,0.3851,"negative"
900.10802,1064.63,1.6351,0.1149,"negative"
900.30846,72.14,1.273,0.2175,"negative"
900.52286,83.27,-0.6439,0.5287,"negative"
900.50794,1188.33,-2.408,0.0239,"negative"
900.5074,1209.55,-1.9137,0.073,"negative"
900.50912,1172.24,-4.1363,4e-04,"negative"
900.50814,1236.82,-2.1257,0.0448,"negative"
900.50819,1146.48,-2.8407,0.0088,"negative"
900.54392,1622.71,-1.3729,0.1818,"negative"
900.68646,1645.76,3.0424,0.0081,"negative"
900.62259,86.18,1.8568,0.0817,"negative"
900.6588,1247.99,1.7387,0.1119,"negative"
901.43376,81.77,0.7174,0.4796,"negative"
901.52682,84.45,-0.1719,0.865,"negative"
901.75893,97.45,0.3788,0.7093,"negative"
902.19033,1063.87,2.8325,0.0119,"negative"
902.25666,72.34,2.2833,0.0451,"negative"
902.51414,82.75,-1.9088,0.0695,"negative"
902.59601,1622.44,-3.8492,7e-04,"negative"
902.60417,1339.4,2.8302,0.0193,"negative"
902.64179,1360.34,3.0108,0.0146,"negative"
902.74569,89.96,0.4898,0.6312,"negative"
903.19568,1064.11,1.8421,0.079,"negative"
903.284,73.05,2.7325,0.0206,"negative"
903.44075,81.99,-1.1514,0.2669,"negative"
903.60915,1338.76,2.0091,0.0751,"negative"
903.83945,98.51,-2.7484,0.0129,"negative"
904.19004,1064.5,2.8512,0.009,"negative"
904.24901,75.08,2.2783,0.0475,"negative"
904.51298,82.99,-1.3733,0.185,"negative"
904.61975,1351.59,4.4344,0.0013,"negative"
904.63475,1232.62,1.8316,0.0952,"negative"
904.89628,93.73,-3.5927,0.0016,"negative"
905.45487,82.16,-2.5551,0.0189,"negative"
905.69948,1349.94,2.2938,0.0373,"negative"
905.5863,85.57,0.0169,0.9866,"negative"
906.1358,1021.56,1.2878,0.2212,"negative"
906.24439,75.9,2.5642,0.0296,"negative"
906.46204,1622.13,0.6313,0.5375,"negative"
906.51469,83.03,-1.6781,0.1099,"negative"
906.6344,1362.61,3.6,0.0051,"negative"
906.70565,1348.84,-0.1934,0.8501,"negative"
906.61321,1622.28,-0.0913,0.9286,"negative"
906.66291,92.12,3.4978,0.004,"negative"
907.47046,83.89,-1.6092,0.1256,"negative"
907.63807,1363.15,4.5065,0.001,"negative"
907.70042,1348.78,0.7957,0.4441,"negative"
907.64794,86.95,1.0575,0.3017,"negative"
907.91178,97.09,-2.2055,0.0369,"negative"
908.13771,1063.59,1.6765,0.113,"negative"
908.35156,81.17,1.7294,0.1114,"negative"
908.53874,1622.66,-1.6687,0.1078,"negative"
908.53362,84.06,0.3897,0.7026,"negative"
908.64195,1361.53,3.9582,0.003,"negative"
908.91509,92.87,-2.9676,0.008,"negative"
909.42056,82.38,0.0116,0.9909,"negative"
909.55565,1338.12,-4.0677,7e-04,"negative"
909.55512,84.86,0.8281,0.4213,"negative"
909.64093,1362.38,2.9792,0.015,"negative"
910.13605,1064.53,1.0994,0.2817,"negative"
910.21826,1022.48,0.8437,0.4105,"negative"
910.27567,1621.01,0.621,0.5462,"negative"
910.34784,81.73,0.9268,0.3656,"negative"
910.54025,1622.52,-2.3457,0.0372,"negative"
910.53139,1184.28,-3.7876,9e-04,"negative"
910.53226,1171.23,-5.4856,0,"negative"
910.56301,1332.14,-4.2881,5e-04,"negative"
910.45933,954.6,0.6585,0.5246,"negative"
910.5427,1642.53,5.6492,2e-04,"negative"
910.529,1089.13,-5.1929,0,"negative"
910.51791,83.48,-1.7661,0.0908,"negative"
910.53258,1157.69,-5.6997,0,"negative"
910.62858,1352.14,2.5596,0.0306,"negative"
910.71413,97.48,2.0533,0.0617,"negative"
910.90779,97.43,-3.1716,0.004,"negative"
911.13575,1064.32,3.245,0.005,"negative"
911.43468,83.44,-0.4098,0.6858,"negative"
911.56155,1245.41,1.711,0.1212,"negative"
911.56376,1255.7,1.4185,0.1894,"negative"
911.66483,1290,-3.6921,0.0012,"negative"
911.55585,85.32,0.7073,0.4872,"negative"
911.81796,100.15,-1.3808,0.1876,"negative"
912.08241,1021.9,1.6737,0.1204,"negative"
912.21886,1062.9,1.6586,0.1107,"negative"
912.33954,82,-0.9781,0.3371,"negative"
912.53697,1157.66,-4.0184,5e-04,"negative"
912.53788,1183.69,-5.0241,0,"negative"
912.53679,1219.29,-3.7993,0.0022,"negative"
912.63016,87.66,1.9949,0.0638,"negative"
912.62985,1622.64,-2.9235,0.0127,"negative"
913.22327,1061.05,1.941,0.0726,"negative"
913.52537,83.18,-0.9821,0.3415,"negative"
913.67245,1289.9,-5.0892,1e-04,"negative"
913.82195,97.91,-0.9197,0.3712,"negative"
914.42151,82.23,0.0996,0.9215,"negative"
914.56019,84.86,0.3931,0.698,"negative"
914.89622,94.11,-2.7338,0.0121,"negative"
915.41408,81.85,2.1241,0.0451,"negative"
915.47821,1316.71,2.0435,0.0713,"negative"
915.66508,87.47,-0.4974,0.6232,"negative"
915.59695,1621.67,1.4554,0.1773,"negative"
916.16181,1021.7,1.5437,0.1429,"negative"
916.28642,70.46,-0.5376,0.5977,"negative"
916.26933,1620.56,1.8523,0.0871,"negative"
916.50744,83.5,-0.5406,0.5977,"negative"
916.58201,1622.54,0.1159,0.9098,"negative"
916.48188,1319.43,1.8933,0.0905,"negative"
916.87331,91.37,-2.7225,0.0139,"negative"
917.26195,74.67,2.5291,0.03,"negative"
917.2939,95.64,1.2951,0.2198,"negative"
917.41691,81.61,1.1113,0.283,"negative"
917.48006,1318.36,1.6595,0.1309,"negative"
917.69887,94.49,3.3056,0.0058,"negative"
918.16735,1063.66,1.5259,0.1502,"negative"
918.28442,70.63,1.4595,0.1635,"negative"
918.50333,83.62,-2.4979,0.0192,"negative"
918.57383,1622.36,-4.483,3e-04,"negative"
918.81002,95.81,-0.3452,0.7367,"negative"
918.94435,81.48,1.5293,0.1546,"negative"
919.50091,84.41,0.5182,0.6136,"negative"
920.16297,1064.34,2.0985,0.0543,"negative"
920.22796,77.5,2.0764,0.0665,"negative"
920.5703,1622.54,-2.6905,0.0137,"negative"
920.50301,84.15,-0.3482,0.7331,"negative"
921.25869,1620.21,0.6179,0.5448,"negative"
921.41109,82,0.3895,0.7005,"negative"
921.55977,85.71,1.0199,0.3214,"negative"
921.73663,105.56,1.2876,0.2216,"negative"
922.10595,1021.45,1.6716,0.1146,"negative"
922.21876,72.91,2.1713,0.0569,"negative"
922.47893,83.51,-0.8971,0.3784,"negative"
922.44312,1622.98,-1.1324,0.2685,"negative"
922.62971,1344.33,2.8357,0.0188,"negative"
922.76228,88.86,-1.6087,0.1216,"negative"
922.68161,97.74,4.3565,0.0011,"negative"
923.4658,84.12,-0.1898,0.8515,"negative"
923.66863,1288.83,-7.0686,0,"negative"
923.62929,1344.33,2.5194,0.0327,"negative"
923.7425,87.31,-1.2894,0.2178,"negative"
924.11038,1063.48,1.1216,0.2748,"negative"
924.21597,71.27,1.9508,0.0812,"negative"
924.48084,1622.8,-0.4768,0.6384,"negative"
924.54444,85.03,1.5265,0.1468,"negative"
924.64557,1359.97,3.1923,0.0104,"negative"
924.67299,1287.88,-4.929,1e-04,"negative"
925.25242,96.43,1.2383,0.2419,"negative"
925.4965,82.75,-0.1991,0.8444,"negative"
925.64684,1359.66,2.3781,0.0412,"negative"
925.71936,97.01,1.7734,0.0972,"negative"
926.19105,1021.47,1.4858,0.1612,"negative"
926.10923,1065.16,2.7055,0.0141,"negative"
926.21335,75.9,2.2707,0.0485,"negative"
926.29273,1620.87,2.1478,0.0514,"negative"
926.32307,82,-1.9007,0.0702,"negative"
926.51705,1622.27,-1.5259,0.1393,"negative"
926.52905,85.16,1.0681,0.3028,"negative"
926.84319,101.35,-3.7041,0.0011,"negative"
927.19193,1023.98,1.3058,0.2186,"negative"
927.27036,100.74,0.6431,0.5304,"negative"
927.56086,84.63,-1.051,0.3047,"negative"
928.19771,1064.03,1.6176,0.1251,"negative"
928.20633,1620.57,3.4235,0.0034,"negative"
928.31095,80.19,-0.3054,0.7625,"negative"
928.5161,1622.67,-2.3464,0.0303,"negative"
928.51566,1188.84,-4.6101,1e-04,"negative"
928.51371,1156.96,-5.3308,0,"negative"
928.5143,1123.43,-3.5111,0.0021,"negative"
928.51486,1141.6,-6.7034,0,"negative"
928.54927,1642.98,1.9134,0.0794,"negative"
928.52344,84.17,-0.9143,0.3698,"negative"
928.60769,1622.17,-8.7198,0,"negative"
929.19642,1064.68,0.8272,0.4237,"negative"
929.50646,83.54,0.5606,0.5857,"negative"
930.07213,1065,-0.1827,0.8567,"negative"
930.08056,1022.69,1.3909,0.1952,"negative"
930.2688,69.46,0.3907,0.7003,"negative"
930.30423,82,-1.3449,0.1964,"negative"
930.493,1622.44,-6.208,0,"negative"
930.52065,84.29,-0.4525,0.6578,"negative"
930.6373,97.38,3.3659,0.006,"negative"
930.81226,94.22,-2.4656,0.0206,"negative"
930.97727,81.28,1.6979,0.1208,"negative"
931.45161,1316.52,2.1393,0.0611,"negative"
931.56057,84.21,0.4424,0.6633,"negative"
932.05797,1062.61,0.0656,0.9483,"negative"
932.13679,1021.27,1.3167,0.2127,"negative"
932.25878,70.38,0.4435,0.6611,"negative"
932.4739,1622.44,-3.9033,7e-04,"negative"
932.5393,84.89,0.3397,0.7387,"negative"
932.87176,92.42,-2.9082,0.0091,"negative"
933.27463,100.53,-0.3773,0.7105,"negative"
933.55589,84.72,-0.3684,0.7157,"negative"
933.82765,94.22,-1.1408,0.2727,"negative"
934.30613,77.8,0.7465,0.4645,"negative"
934.33604,1283.29,1.8029,0.0994,"negative"
934.55669,1622.86,-7.0701,0,"negative"
934.52141,84.3,-0.9715,0.343,"negative"
934.69544,95.2,3.0871,0.0085,"negative"
935.67061,1289.52,-6.1364,0,"negative"
935.52105,83.89,-1.0845,0.2881,"negative"
936.14122,1064.56,1.958,0.0619,"negative"
936.22047,1021.52,2.008,0.0621,"negative"
936.24768,75.08,2.0758,0.0635,"negative"
936.55073,1622.18,-3.417,0.0021,"negative"
936.55628,85.16,-0.2631,0.7955,"negative"
936.64421,97.58,5.5811,1e-04,"negative"
937.24399,94.24,1.1435,0.2711,"negative"
937.57797,85.8,-0.093,0.9268,"negative"
938.19999,75.38,2.0998,0.0644,"negative"
938.50644,84.14,-0.3731,0.7121,"negative"
938.54606,1121.87,-5.027,0,"negative"
938.54284,1154.28,-5.2268,0,"negative"
938.54345,1183.17,-7.2092,0,"negative"
938.58387,149.74,0.3424,0.7382,"negative"
938.4817,798.93,2.2981,0.043,"negative"
938.79305,99.24,0.6359,0.5342,"negative"
939.31942,106.6,0.0071,0.9945,"negative"
939.7627,96.83,0.4468,0.6626,"negative"
940.19165,75.9,2.2209,0.0526,"negative"
940.19024,1620.22,-0.8153,0.4305,"negative"
940.49613,1622.35,-3.177,0.0039,"negative"
940.50413,84.06,-1.2707,0.22,"negative"
940.94984,677.21,-0.4832,0.6334,"negative"
941.24515,677.47,-0.2818,0.7808,"negative"
941.57387,86.16,-0.1623,0.8732,"negative"
941.83969,97.38,-4.9997,0,"negative"
942.09023,1062.24,0.2324,0.8181,"negative"
942.16709,1021.27,1.549,0.1448,"negative"
942.18395,1620.21,5.4303,0,"negative"
942.28628,74.67,0.8387,0.4122,"negative"
942.50156,1622.17,-3.2671,0.0043,"negative"
942.59649,86.05,0.5552,0.5853,"negative"
943.48962,83.61,0.3143,0.7579,"negative"
943.70102,95.67,2.3588,0.0293,"negative"
944.16519,1064.57,2.5467,0.0201,"negative"
944.07373,86.85,1.6308,0.1353,"negative"
944.22774,1620.47,1.0847,0.2999,"negative"
944.56804,1622.17,-2.0529,0.0503,"negative"
944.51078,85.03,-0.6546,0.5202,"negative"
944.49027,1150.94,-7.6547,0,"negative"
944.51068,1236.14,1.3726,0.1963,"negative"
